trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,drop_off_type,shape_dist_traveled
1_4_6_merged_102030482,06:41:00,06:41:00,SMN19D,2,,,,2.69
1_4_6_merged_102030482,06:44:00,06:44:00,SMN22D,3,,,,4.52
1_4_6_merged_102030482,06:48:00,06:48:00,MER1A,4,,,,9.48
1_4_6_merged_102030482,06:52:00,06:52:00,MER2A,5,,,,10.48
1_4_6_merged_102030482,06:57:00,06:57:00,MER6A,6,,,,11.8
1_4_6_merged_102030482,06:59:00,06:59:00,MER7C,7,,,,15.28
1_4_6_merged_102030482,07:06:00,07:06:00,CHT3A,8,,1,,19.15
1_4_6_merged_102030482,07:11:00,07:11:00,KAH1A,9,,1,,23.0
1_4_6_merged_102030482,07:39:00,07:39:00,MTL46A,10,,,,39.01
1_7_9_merged_102030494,17:15:00,17:15:00,MTL46A,1,,,,
1_7_9_merged_102030494,17:43:00,17:43:00,KAH1B,2,,,,15.95
1_7_9_merged_102030494,17:50:00,17:50:00,CHT3C,3,,,,19.8
1_7_9_merged_102030494,17:57:00,17:57:00,MER7C,4,,,,23.67
1_7_9_merged_102030494,17:59:00,17:59:00,MER6C,5,,,,27.15
1_7_9_merged_102030494,18:03:00,18:03:00,MER2C,6,,,,28.47
1_7_9_merged_102030494,18:07:00,18:07:00,MER1C,7,,,,29.47
1_7_9_merged_102030494,18:10:00,18:10:00,SMN22B,8,,,,34.43
1_7_9_merged_102030494,18:11:00,18:11:00,SMN19B,9,,,,36.26
1_7_9_merged_102030494,18:15:00,18:15:00,SPC8B,10,,,,38.95
1_7_9_merged_102030494,18:20:00,18:20:00,TSS17B,11,,,,41.37
1_7_9_merged_102030494,18:25:00,18:25:00,HOW3B,12,,,,46.08
1_7_9_merged_102030494,18:34:00,18:34:00,TSS5B,13,,,,54.38
1_7_9_merged_102030494,18:35:00,18:35:00,ORM10B,14,,,,55.71
1_7_9_merged_102030494,18:43:00,18:43:00,ORM4B,15,,,,61.25
1_7_9_merged_102030494,18:47:00,18:47:00,ORM11B,16,,,,63.43
1_5_8_merged_102030433,16:47:00,16:47:00,MTL46A,1,,,,
1_5_8_merged_102030433,17:15:00,17:15:00,KAH1B,2,,,,15.95
1_5_8_merged_102030433,17:22:00,17:22:00,CHT3C,3,,,,19.8
1_5_8_merged_102030433,17:29:00,17:29:00,MER7C,4,,,,23.67
1_5_8_merged_102030433,17:31:00,17:31:00,MER6C,5,,,,27.15
1_5_8_merged_102030433,17:35:00,17:35:00,MER2C,6,,,,28.47
1_5_8_merged_102030433,17:39:00,17:39:00,MER1C,7,,,,29.47
1_5_8_merged_102030433,17:42:00,17:42:00,SMN22B,8,,,,34.43
1_5_8_merged_102030433,17:43:00,17:43:00,SMN19B,9,,,,36.26
1_5_8_merged_102030433,17:47:00,17:47:00,SPC8B,10,,,,38.95
1_2_15_merged_102030484,15:25:00,15:25:00,ORM11D,1,,,,
1_2_15_merged_102030484,15:31:00,15:31:00,ORM4D,2,,,,2.18
1_2_15_merged_102030484,15:37:00,15:37:00,ORM10D,3,,,,7.73
1_2_15_merged_102030484,15:38:00,15:38:00,TSS5D,4,,,,9.05
1_2_15_merged_102030484,15:48:00,15:48:00,HOW3D,5,,,,17.36
1_2_15_merged_102030484,15:53:00,15:53:00,TSS17D,6,,,,22.07
1_2_15_merged_102030484,15:57:00,15:57:00,SPC8D,7,,,,24.48
1_2_15_merged_102030484,15:59:00,15:59:00,SMN19D,8,,,,27.17
1_2_15_merged_102030484,16:02:00,16:02:00,SMN22D,9,,,,29.0
1_2_15_merged_102030484,16:06:00,16:06:00,MER1A,10,,,,33.96
1_2_15_merged_102030484,16:10:00,16:10:00,MER2A,11,,,,34.96
1_2_15_merged_102030484,16:15:00,16:15:00,MER6A,12,,,,36.28
1_2_15_merged_102030484,16:17:00,16:17:00,MER7C,13,,,,39.76
1_2_15_merged_102030484,16:24:00,16:24:00,CHT3A,14,,1,,43.63
1_2_15_merged_102030484,16:29:00,16:29:00,KAH1A,15,,1,,47.48
1_2_15_merged_102030484,16:35:00,16:35:00,LSL10D,16,,1,,52.5
1_2_15_merged_102030484,16:35:30,16:35:30,LSL11A,17,,1,,52.87
1_2_15_merged_102030484,16:36:00,16:36:00,LSL12D,18,,1,,53.35
1_2_15_merged_102030484,16:36:30,16:36:30,LSL2D,19,,1,,53.71
1_2_15_merged_102030484,16:37:00,16:37:00,LSL3D,20,,1,,54.14
1_2_15_merged_102030484,16:39:00,16:39:00,LSL13D,21,,1,,54.71
1_2_15_merged_102030484,16:41:00,16:41:00,LSL4D,22,,1,,55.13
1_2_15_merged_102030484,16:44:00,16:44:00,LSL5D,23,,1,,55.94
1_2_15_merged_102030484,16:45:00,16:45:00,LSL14D,24,,1,,56.2
1_2_15_merged_102030484,16:47:00,16:47:00,MTL1B,25,,,,56.9
1_10_16_merged_102030426,20:10:00,20:10:00,ORM11D,1,,,,
1_10_16_merged_102030426,20:16:00,20:16:00,ORM4D,2,,,,2.18
1_10_16_merged_102030426,20:22:00,20:22:00,ORM10D,3,,,,7.73
1_10_16_merged_102030426,20:23:00,20:23:00,TSS5D,4,,,,9.05
1_10_16_merged_102030426,20:33:00,20:33:00,HOW3D,5,,,,17.36
1_10_16_merged_102030426,20:38:00,20:38:00,TSS17D,6,,,,22.07
1_10_16_merged_102030426,20:42:00,20:42:00,SPC8D,7,,,,24.48
1_10_16_merged_102030426,20:44:00,20:44:00,SMN19D,8,,,,27.17
1_10_16_merged_102030426,20:47:00,20:47:00,SMN22D,9,,,,29.0
1_10_16_merged_102030426,20:51:00,20:51:00,MER1A,10,,,,33.96
1_10_16_merged_102030426,20:55:00,20:55:00,MER2A,11,,,,34.96
1_10_16_merged_102030426,21:00:00,21:00:00,MER6A,12,,,,36.28
1_10_16_merged_102030426,21:02:00,21:02:00,MER7C,13,,,,39.76
1_10_16_merged_102030426,21:09:00,21:09:00,CHT3A,14,,1,,43.63
1_10_16_merged_102030426,21:14:00,21:14:00,KAH1A,15,,1,,47.48
1_10_16_merged_102030426,21:20:00,21:20:00,LSL10D,16,,1,,52.5
1_10_16_merged_102030426,21:20:30,21:20:30,LSL11A,17,,1,,52.87
1_10_16_merged_102030426,21:21:00,21:21:00,LSL12D,18,,1,,53.35
1_10_16_merged_102030426,21:21:30,21:21:30,LSL2D,19,,1,,53.71
1_10_16_merged_102030426,21:22:00,21:22:00,LSL3D,20,,1,,54.14
1_10_16_merged_102030426,21:24:00,21:24:00,LSL13D,21,,1,,54.71
1_10_16_merged_102030426,21:26:00,21:26:00,LSL4D,22,,1,,55.13
1_10_16_merged_102030426,21:29:00,21:29:00,LSL5D,23,,1,,55.94
1_10_16_merged_102030426,21:30:00,21:30:00,LSL14D,24,,1,,56.2
1_10_16_merged_102030426,21:32:00,21:32:00,MTL1B,25,,,,56.9
1_10_16_merged_102030426,21:45:00,21:45:00,MTL46A,26,,,,66.02
1_13_1_merged_102030427,16:20:00,16:20:00,LSL46D,1,,,,
1_13_1_merged_102030427,16:35:00,16:35:00,MTL1B,2,,,,2.6
1_13_1_merged_102030427,16:37:00,16:37:00,LSL14B,3,,,1,3.29
1_13_1_merged_102030427,16:38:00,16:38:00,LSL5B,4,,,1,3.56
1_13_1_merged_102030427,16:41:00,16:41:00,LSL4B,5,,,1,4.37
1_13_1_merged_102030427,16:43:00,16:43:00,LSL13B,6,,,1,4.78
1_13_1_merged_102030427,16:45:00,16:45:00,LSL3B,7,,,1,5.36
1_13_1_merged_102030427,16:46:00,16:46:00,LSL2B,8,,,1,5.79
1_13_1_merged_102030427,16:46:30,16:46:30,LSL12B,9,,,1,6.15
1_13_1_merged_102030427,16:47:00,16:47:00,LSL11B,10,,,1,6.63
1_13_1_merged_102030427,16:47:30,16:47:30,LSL10C,11,,,1,7.0
1_13_1_merged_102030427,16:50:00,16:50:00,KAH1B,12,,,,11.98
1_13_1_merged_102030427,16:57:00,16:57:00,CHT3C,13,,,,15.82
1_13_1_merged_102030427,17:04:00,17:04:00,MER7C,14,,,,19.69
1_13_1_merged_102030427,17:06:00,17:06:00,MER6C,15,,,,23.18
1_13_1_merged_102030427,17:10:00,17:10:00,MER2C,16,,,,24.5
1_13_1_merged_102030427,17:14:00,17:14:00,MER1C,17,,,,25.49
1_13_1_merged_102030427,17:17:00,17:17:00,SMN22B,18,,,,30.46
1_13_1_merged_102030427,17:18:00,17:18:00,SMN19B,19,,,,32.28
1_13_1_merged_102030427,17:22:00,17:22:00,SPC8B,20,,,,34.98
1_13_1_merged_102030427,17:27:00,17:27:00,TSS17B,21,,,,37.39
1_13_1_merged_102030427,17:32:00,17:32:00,HOW3B,22,,,,42.1
1_13_1_merged_102030427,17:41:00,17:41:00,TSS5B,23,,,,50.41
1_13_1_merged_102030427,17:42:00,17:42:00,ORM10B,24,,,,51.73
1_13_1_merged_102030427,17:50:00,17:50:00,ORM4B,25,,,,57.27
1_13_1_merged_102030427,17:54:00,17:54:00,ORM11B,26,,,,59.46
1_9_14_merged_102030445,21:15:00,21:15:00,MTL46A,1,,,,
1_9_14_merged_102030445,21:30:00,21:30:00,MTL1B,2,,,,9.18
1_9_14_merged_102030445,21:32:00,21:32:00,LSL14B,3,,,1,9.87
1_9_14_merged_102030445,21:33:00,21:33:00,LSL5B,4,,,1,10.14
1_9_14_merged_102030445,21:36:00,21:36:00,LSL4B,5,,,1,10.95
1_9_14_merged_102030445,21:38:00,21:38:00,LSL13B,6,,,1,11.37
1_9_14_merged_102030445,21:40:00,21:40:00,LSL3B,7,,,1,11.94
1_9_14_merged_102030445,21:41:00,21:41:00,LSL2B,8,,,1,12.37
1_9_14_merged_102030445,21:41:30,21:41:30,LSL12B,9,,,1,12.73
1_9_14_merged_102030445,21:42:00,21:42:00,LSL11B,10,,,1,13.21
1_9_14_merged_102030445,21:42:30,21:42:30,LSL10C,11,,,1,13.58
1_9_14_merged_102030445,21:45:00,21:45:00,KAH1B,12,,,,18.56
1_9_14_merged_102030445,21:52:00,21:52:00,CHT3C,13,,,,22.41
1_9_14_merged_102030445,21:59:00,21:59:00,MER7C,14,,,,26.27
1_9_14_merged_102030445,22:01:00,22:01:00,MER6C,15,,,,29.76
1_9_14_merged_102030445,22:05:00,22:05:00,MER2C,16,,,,31.08
1_9_14_merged_102030445,22:09:00,22:09:00,MER1C,17,,,,32.07
1_9_14_merged_102030445,22:12:00,22:12:00,SMN22B,18,,,,37.04
1_9_14_merged_102030445,22:13:00,22:13:00,SMN19B,19,,,,38.86
1_9_14_merged_102030445,22:17:00,22:17:00,SPC8B,20,,,,41.56
1_9_14_merged_102030445,22:22:00,22:22:00,TSS17B,21,,,,43.97
1_9_14_merged_102030445,22:27:00,22:27:00,HOW3B,22,,,,48.68
1_9_14_merged_102030445,22:36:00,22:36:00,TSS5B,23,,,,56.99
1_9_14_merged_102030445,22:37:00,22:37:00,ORM10B,24,,,,58.31
1_9_14_merged_102030445,22:45:00,22:45:00,ORM4B,25,,,,63.86
1_9_14_merged_102030445,22:49:00,22:49:00,ORM11B,26,,,,66.04
1_9_2_merged_102030459,13:00:00,13:00:00,MTL46A,1,,,,
1_9_2_merged_102030459,13:15:00,13:15:00,MTL1B,2,,,,9.18
1_9_2_merged_102030459,13:17:00,13:17:00,LSL14B,3,,,1,9.87
1_9_2_merged_102030459,13:18:00,13:18:00,LSL5B,4,,,1,10.14
1_9_2_merged_102030459,13:21:00,13:21:00,LSL4B,5,,,1,10.95
1_9_2_merged_102030459,13:23:00,13:23:00,LSL13B,6,,,1,11.37
1_9_2_merged_102030459,13:25:00,13:25:00,LSL3B,7,,,1,11.94
1_9_2_merged_102030459,13:26:00,13:26:00,LSL2B,8,,,1,12.37
1_9_2_merged_102030459,13:26:30,13:26:30,LSL12B,9,,,1,12.73
1_9_2_merged_102030459,13:27:00,13:27:00,LSL11B,10,,,1,13.21
1_9_2_merged_102030459,13:27:30,13:27:30,LSL10C,11,,,1,13.58
1_9_2_merged_102030459,13:30:00,13:30:00,KAH1B,12,,,,18.56
1_9_2_merged_102030459,13:37:00,13:37:00,CHT3C,13,,,,22.41
1_9_2_merged_102030459,13:44:00,13:44:00,MER7C,14,,,,26.27
1_9_2_merged_102030459,13:46:00,13:46:00,MER6C,15,,,,29.76
1_9_2_merged_102030459,13:50:00,13:50:00,MER2C,16,,,,31.08
1_9_2_merged_102030459,13:54:00,13:54:00,MER1C,17,,,,32.07
1_9_2_merged_102030459,13:57:00,13:57:00,SMN22B,18,,,,37.04
1_9_2_merged_102030459,13:58:00,13:58:00,SMN19B,19,,,,38.86
1_9_2_merged_102030459,14:02:00,14:02:00,SPC8B,20,,,,41.56
1_9_2_merged_102030459,14:07:00,14:07:00,TSS17B,21,,,,43.97
1_9_2_merged_102030459,14:12:00,14:12:00,HOW3B,22,,,,48.68
1_9_2_merged_102030459,14:21:00,14:21:00,TSS5B,23,,,,56.99
1_9_2_merged_102030459,14:22:00,14:22:00,ORM10B,24,,,,58.31
1_9_2_merged_102030459,14:30:00,14:30:00,ORM4B,25,,,,63.86
1_9_2_merged_102030459,14:34:00,14:34:00,ORM11B,26,,,,66.04
1_2_15_merged_102030438,15:25:00,15:25:00,ORM11D,1,,,,
1_2_15_merged_102030438,15:31:00,15:31:00,ORM4D,2,,,,2.18
1_2_15_merged_102030438,15:37:00,15:37:00,ORM10D,3,,,,7.73
1_2_15_merged_102030438,15:38:00,15:38:00,TSS5D,4,,,,9.05
1_2_15_merged_102030438,15:48:00,15:48:00,HOW3D,5,,,,17.36
1_2_15_merged_102030438,15:53:00,15:53:00,TSS17D,6,,,,22.07
1_2_15_merged_102030438,15:57:00,15:57:00,SPC8D,7,,,,24.48
1_2_15_merged_102030438,15:59:00,15:59:00,SMN19D,8,,,,27.17
1_2_15_merged_102030438,16:02:00,16:02:00,SMN22D,9,,,,29.0
1_2_15_merged_102030438,16:06:00,16:06:00,MER1A,10,,,,33.96
1_2_15_merged_102030438,16:10:00,16:10:00,MER2A,11,,,,34.96
1_2_15_merged_102030438,16:15:00,16:15:00,MER6A,12,,,,36.28
1_2_15_merged_102030438,16:17:00,16:17:00,MER7C,13,,,,39.76
1_2_15_merged_102030438,16:24:00,16:24:00,CHT3A,14,,1,,43.63
1_2_15_merged_102030438,16:29:00,16:29:00,KAH1A,15,,1,,47.48
1_2_15_merged_102030438,16:35:00,16:35:00,LSL10D,16,,1,,52.5
1_2_15_merged_102030438,16:35:30,16:35:30,LSL11A,17,,1,,52.87
1_2_15_merged_102030438,16:36:00,16:36:00,LSL12D,18,,1,,53.35
1_2_15_merged_102030438,16:36:30,16:36:30,LSL2D,19,,1,,53.71
1_2_15_merged_102030438,16:37:00,16:37:00,LSL3D,20,,1,,54.14
1_2_15_merged_102030438,16:39:00,16:39:00,LSL13D,21,,1,,54.71
1_2_15_merged_102030438,16:41:00,16:41:00,LSL4D,22,,1,,55.13
1_2_15_merged_102030438,16:44:00,16:44:00,LSL5D,23,,1,,55.94
1_2_15_merged_102030438,16:45:00,16:45:00,LSL14D,24,,1,,56.2
1_2_15_merged_102030438,16:47:00,16:47:00,MTL1B,25,,,,56.9
1_2_16_merged_102030466,07:10:00,07:10:00,ORM11D,1,,,,
1_2_16_merged_102030466,07:16:00,07:16:00,ORM4D,2,,,,2.18
1_2_16_merged_102030466,07:22:00,07:22:00,ORM10D,3,,,,7.73
1_2_16_merged_102030466,07:23:00,07:23:00,TSS5D,4,,,,9.05
1_2_16_merged_102030466,07:33:00,07:33:00,HOW3D,5,,,,17.36
1_2_16_merged_102030466,07:38:00,07:38:00,TSS17D,6,,,,22.07
1_2_16_merged_102030466,07:42:00,07:42:00,SPC8D,7,,,,24.48
1_2_16_merged_102030466,07:44:00,07:44:00,SMN19D,8,,,,27.17
1_2_16_merged_102030466,07:47:00,07:47:00,SMN22D,9,,,,29.0
1_2_16_merged_102030466,07:51:00,07:51:00,MER1A,10,,,,33.96
1_2_16_merged_102030466,07:55:00,07:55:00,MER2A,11,,,,34.96
1_2_16_merged_102030466,08:00:00,08:00:00,MER6A,12,,,,36.28
1_2_16_merged_102030466,08:02:00,08:02:00,MER7C,13,,,,39.76
1_2_16_merged_102030466,08:09:00,08:09:00,CHT3A,14,,1,,43.63
1_2_16_merged_102030466,08:14:00,08:14:00,KAH1A,15,,1,,47.48
1_2_16_merged_102030466,08:20:00,08:20:00,LSL10D,16,,1,,52.5
1_2_16_merged_102030466,08:20:30,08:20:30,LSL11A,17,,1,,52.87
1_2_16_merged_102030466,08:21:00,08:21:00,LSL12D,18,,1,,53.35
1_2_16_merged_102030466,08:21:30,08:21:30,LSL2D,19,,1,,53.71
1_2_16_merged_102030466,08:22:00,08:22:00,LSL3D,20,,1,,54.14
1_2_16_merged_102030466,08:24:00,08:24:00,LSL13D,21,,1,,54.71
1_2_16_merged_102030466,08:26:00,08:26:00,LSL4D,22,,1,,55.13
1_2_16_merged_102030466,08:29:00,08:29:00,LSL5D,23,,1,,55.94
1_2_16_merged_102030466,08:30:00,08:30:00,LSL14D,24,,1,,56.2
1_2_16_merged_102030466,08:32:00,08:32:00,MTL1B,25,,,,56.9
1_2_19_merged_102030456,07:40:00,07:40:00,ORM11D,1,,,,
1_2_19_merged_102030456,07:46:00,07:46:00,ORM4D,2,,,,2.18
1_2_19_merged_102030456,07:52:00,07:52:00,ORM10D,3,,,,7.73
1_2_19_merged_102030456,07:53:00,07:53:00,TSS5D,4,,,,9.05
1_2_19_merged_102030456,08:03:00,08:03:00,HOW3D,5,,,,17.36
1_2_19_merged_102030456,08:08:00,08:08:00,TSS17D,6,,,,22.07
1_2_19_merged_102030456,08:12:00,08:12:00,SPC8D,7,,,,24.48
1_2_19_merged_102030456,08:14:00,08:14:00,SMN19D,8,,,,27.17
1_2_19_merged_102030456,08:17:00,08:17:00,SMN22D,9,,,,29.0
1_2_19_merged_102030456,08:21:00,08:21:00,MER1A,10,,,,33.96
1_2_19_merged_102030456,08:25:00,08:25:00,MER2A,11,,,,34.96
1_2_19_merged_102030456,08:30:00,08:30:00,MER6A,12,,,,36.28
1_2_19_merged_102030456,08:32:00,08:32:00,MER7C,13,,,,39.76
1_2_19_merged_102030456,08:39:00,08:39:00,CHT3A,14,,1,,43.63
1_2_19_merged_102030456,08:44:00,08:44:00,KAH1A,15,,1,,47.48
1_2_19_merged_102030456,08:50:00,08:50:00,LSL10D,16,,1,,52.5
1_2_19_merged_102030456,08:50:30,08:50:30,LSL11A,17,,1,,52.87
1_2_19_merged_102030456,08:51:00,08:51:00,LSL12D,18,,1,,53.35
1_2_19_merged_102030456,08:51:30,08:51:30,LSL2D,19,,1,,53.71
1_2_19_merged_102030456,08:52:00,08:52:00,LSL3D,20,,1,,54.14
1_2_19_merged_102030456,08:54:00,08:54:00,LSL13D,21,,1,,54.71
1_2_19_merged_102030456,08:56:00,08:56:00,LSL4D,22,,1,,55.13
1_2_19_merged_102030456,08:59:00,08:59:00,LSL5D,23,,1,,55.94
1_2_19_merged_102030456,09:00:00,09:00:00,LSL14D,24,,1,,56.2
1_2_19_merged_102030456,09:02:00,09:02:00,MTL1B,25,,,,56.9
1_2_19_merged_102030502,07:40:00,07:40:00,ORM11D,1,,,,
1_2_19_merged_102030502,07:46:00,07:46:00,ORM4D,2,,,,2.18
1_2_19_merged_102030502,07:52:00,07:52:00,ORM10D,3,,,,7.73
1_2_19_merged_102030502,07:53:00,07:53:00,TSS5D,4,,,,9.05
1_2_19_merged_102030502,08:03:00,08:03:00,HOW3D,5,,,,17.36
1_2_19_merged_102030502,08:08:00,08:08:00,TSS17D,6,,,,22.07
1_2_19_merged_102030502,08:12:00,08:12:00,SPC8D,7,,,,24.48
1_2_19_merged_102030502,08:14:00,08:14:00,SMN19D,8,,,,27.17
1_2_19_merged_102030502,08:17:00,08:17:00,SMN22D,9,,,,29.0
1_2_19_merged_102030502,08:21:00,08:21:00,MER1A,10,,,,33.96
1_2_19_merged_102030502,08:25:00,08:25:00,MER2A,11,,,,34.96
1_2_19_merged_102030502,08:30:00,08:30:00,MER6A,12,,,,36.28
1_2_19_merged_102030502,08:32:00,08:32:00,MER7C,13,,,,39.76
1_2_19_merged_102030502,08:39:00,08:39:00,CHT3A,14,,1,,43.63
1_2_19_merged_102030502,08:44:00,08:44:00,KAH1A,15,,1,,47.48
1_2_19_merged_102030502,08:50:00,08:50:00,LSL10D,16,,1,,52.5
1_2_19_merged_102030502,08:50:30,08:50:30,LSL11A,17,,1,,52.87
1_2_19_merged_102030502,08:51:00,08:51:00,LSL12D,18,,1,,53.35
1_2_19_merged_102030502,08:51:30,08:51:30,LSL2D,19,,1,,53.71
1_2_19_merged_102030502,08:52:00,08:52:00,LSL3D,20,,1,,54.14
1_2_19_merged_102030502,08:54:00,08:54:00,LSL13D,21,,1,,54.71
1_2_19_merged_102030502,08:56:00,08:56:00,LSL4D,22,,1,,55.13
1_2_19_merged_102030502,08:59:00,08:59:00,LSL5D,23,,1,,55.94
1_2_19_merged_102030502,09:00:00,09:00:00,LSL14D,24,,1,,56.2
1_2_19_merged_102030502,09:02:00,09:02:00,MTL1B,25,,,,56.9
1_4_6_merged_102030436,06:39:00,06:39:00,SPC8D,1,,,,
1_4_6_merged_102030436,06:41:00,06:41:00,SMN19D,2,,,,2.69
1_4_6_merged_102030436,06:44:00,06:44:00,SMN22D,3,,,,4.52
1_4_6_merged_102030436,06:48:00,06:48:00,MER1A,4,,,,9.48
1_4_6_merged_102030436,06:52:00,06:52:00,MER2A,5,,,,10.48
1_4_6_merged_102030436,06:57:00,06:57:00,MER6A,6,,,,11.8
1_4_6_merged_102030436,06:59:00,06:59:00,MER7C,7,,,,15.28
1_4_6_merged_102030436,07:06:00,07:06:00,CHT3A,8,,1,,19.15
1_4_6_merged_102030436,07:11:00,07:11:00,KAH1A,9,,1,,23.0
1_4_6_merged_102030436,07:39:00,07:39:00,MTL46A,10,,,,39.01
1_2_17_merged_102030486,11:25:00,11:25:00,ORM11D,1,,,,
1_2_17_merged_102030486,11:31:00,11:31:00,ORM4D,2,,,,2.18
1_2_17_merged_102030486,11:37:00,11:37:00,ORM10D,3,,,,7.73
1_2_17_merged_102030486,11:38:00,11:38:00,TSS5D,4,,,,9.05
1_2_17_merged_102030486,11:48:00,11:48:00,HOW3D,5,,,,17.36
1_2_17_merged_102030486,11:53:00,11:53:00,TSS17D,6,,,,22.07
1_2_17_merged_102030486,11:57:00,11:57:00,SPC8D,7,,,,24.48
1_2_17_merged_102030486,11:59:00,11:59:00,SMN19D,8,,,,27.17
1_2_17_merged_102030486,12:02:00,12:02:00,SMN22D,9,,,,29.0
1_2_17_merged_102030486,12:06:00,12:06:00,MER1A,10,,,,33.96
1_2_17_merged_102030486,12:10:00,12:10:00,MER2A,11,,,,34.96
1_2_17_merged_102030486,12:15:00,12:15:00,MER6A,12,,,,36.28
1_2_17_merged_102030486,12:17:00,12:17:00,MER7C,13,,,,39.76
1_2_17_merged_102030486,12:24:00,12:24:00,CHT3A,14,,1,,43.63
1_2_17_merged_102030486,12:29:00,12:29:00,KAH1A,15,,1,,47.48
1_2_17_merged_102030486,12:35:00,12:35:00,LSL10D,16,,1,,52.5
1_2_17_merged_102030486,12:35:30,12:35:30,LSL11A,17,,1,,52.87
1_2_17_merged_102030486,12:36:00,12:36:00,LSL12D,18,,1,,53.35
1_2_17_merged_102030486,12:36:30,12:36:30,LSL2D,19,,1,,53.71
1_2_17_merged_102030486,12:37:00,12:37:00,LSL3D,20,,1,,54.14
1_2_17_merged_102030486,12:39:00,12:39:00,LSL13D,21,,1,,54.71
1_2_17_merged_102030486,12:41:00,12:41:00,LSL4D,22,,1,,55.13
1_2_17_merged_102030486,12:44:00,12:44:00,LSL5D,23,,1,,55.94
1_2_17_merged_102030486,12:45:00,12:45:00,LSL14D,24,,1,,56.2
1_2_17_merged_102030486,12:47:00,12:47:00,MTL1B,25,,,,56.9
1_5_9_merged_102030478,17:00:00,17:00:00,MTL46A,1,,,,
1_5_9_merged_102030478,17:28:00,17:28:00,KAH1B,2,,,,15.95
1_5_9_merged_102030478,17:35:00,17:35:00,CHT3C,3,,,,19.8
1_5_9_merged_102030478,17:42:00,17:42:00,MER7C,4,,,,23.67
1_5_9_merged_102030478,17:44:00,17:44:00,MER6C,5,,,,27.15
1_5_9_merged_102030478,17:48:00,17:48:00,MER2C,6,,,,28.47
1_5_9_merged_102030478,17:52:00,17:52:00,MER1C,7,,,,29.47
1_5_9_merged_102030478,17:55:00,17:55:00,SMN22B,8,,,,34.43
1_5_9_merged_102030478,17:56:00,17:56:00,SMN19B,9,,,,36.26
1_5_9_merged_102030478,18:00:00,18:00:00,SPC8B,10,,,,38.95
1_15_1_merged_102030507,17:55:00,17:55:00,MTL1B,1,,,,
1_15_1_merged_102030507,18:05:00,18:05:00,LSL46B,2,,,1,2.6
1_15_1_merged_102030507,18:06:00,18:06:00,LSL4B,3,,,1,4.04
1_15_1_merged_102030507,18:06:11,18:06:11,LSL13B,4,,,1,4.46
1_15_1_merged_102030507,18:06:27,18:06:27,LSL3B,5,,,1,5.03
1_15_1_merged_102030507,18:06:38,18:06:38,LSL2B,6,,,1,5.46
1_15_1_merged_102030507,18:06:48,18:06:48,LSL12B,7,,,1,5.82
1_15_1_merged_102030507,18:07:00,18:07:00,LSL11B,8,,,1,6.3
1_15_1_merged_102030507,18:07:30,18:07:30,LSL10C,9,,,1,6.67
1_15_1_merged_102030507,18:10:00,18:10:00,KAH1B,10,,,,11.65
1_15_1_merged_102030507,18:17:00,18:17:00,CHT3C,11,,,,15.5
1_15_1_merged_102030507,18:24:00,18:24:00,MER7C,12,,,,19.36
1_15_1_merged_102030507,18:26:00,18:26:00,MER6C,13,,,,22.85
1_15_1_merged_102030507,18:30:00,18:30:00,MER2C,14,,,,24.17
1_15_1_merged_102030507,18:34:00,18:34:00,MER1C,15,,,,25.16
1_15_1_merged_102030507,18:37:00,18:37:00,SMN22B,16,,,,30.13
1_15_1_merged_102030507,18:38:00,18:38:00,SMN19B,17,,,,31.95
1_15_1_merged_102030507,18:42:00,18:42:00,SPC8B,18,,,,34.65
1_15_1_merged_102030507,18:47:00,18:47:00,TSS17B,19,,,,37.06
1_15_1_merged_102030507,18:52:00,18:52:00,HOW3B,20,,,,41.77
1_15_1_merged_102030507,19:01:00,19:01:00,TSS5B,21,,,,50.08
1_15_1_merged_102030507,19:02:00,19:02:00,ORM10B,22,,,,51.4
1_15_1_merged_102030507,19:10:00,19:10:00,ORM4B,23,,,,56.94
1_15_1_merged_102030507,19:14:00,19:14:00,ORM11B,24,,,,59.13
1_9_13_merged_102030497,18:30:00,18:30:00,MTL46A,1,,,,
1_9_13_merged_102030497,18:45:00,18:45:00,MTL1B,2,,,,9.18
1_9_13_merged_102030497,18:47:00,18:47:00,LSL14B,3,,,1,9.87
1_9_13_merged_102030497,18:48:00,18:48:00,LSL5B,4,,,1,10.14
1_9_13_merged_102030497,18:51:00,18:51:00,LSL4B,5,,,1,10.95
1_9_13_merged_102030497,18:53:00,18:53:00,LSL13B,6,,,1,11.37
1_9_13_merged_102030497,18:55:00,18:55:00,LSL3B,7,,,1,11.94
1_9_13_merged_102030497,18:56:00,18:56:00,LSL2B,8,,,1,12.37
1_9_13_merged_102030497,18:56:30,18:56:30,LSL12B,9,,,1,12.73
1_9_13_merged_102030497,18:57:00,18:57:00,LSL11B,10,,,1,13.21
1_9_13_merged_102030497,18:57:30,18:57:30,LSL10C,11,,,1,13.58
1_9_13_merged_102030497,19:00:00,19:00:00,KAH1B,12,,,,18.56
1_9_13_merged_102030497,19:07:00,19:07:00,CHT3C,13,,,,22.41
1_9_13_merged_102030497,19:14:00,19:14:00,MER7C,14,,,,26.27
1_9_13_merged_102030497,19:16:00,19:16:00,MER6C,15,,,,29.76
