trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,drop_off_type,shape_dist_traveled
1_9_13_merged_102030497,19:20:00,19:20:00,MER2C,16,,,,31.08
1_9_13_merged_102030497,19:24:00,19:24:00,MER1C,17,,,,32.07
1_9_13_merged_102030497,19:27:00,19:27:00,SMN22B,18,,,,37.04
1_9_13_merged_102030497,19:28:00,19:28:00,SMN19B,19,,,,38.86
1_9_13_merged_102030497,19:32:00,19:32:00,SPC8B,20,,,,41.56
1_9_13_merged_102030497,19:37:00,19:37:00,TSS17B,21,,,,43.97
1_9_13_merged_102030497,19:42:00,19:42:00,HOW3B,22,,,,48.68
1_9_13_merged_102030497,19:51:00,19:51:00,TSS5B,23,,,,56.99
1_9_13_merged_102030497,19:52:00,19:52:00,ORM10B,24,,,,58.31
1_9_13_merged_102030497,20:00:00,20:00:00,ORM4B,25,,,,63.86
1_9_13_merged_102030497,20:04:00,20:04:00,ORM11B,26,,,,66.04
1_8_12_merged_102030469,08:45:00,08:45:00,SPC8D,1,,,,
1_8_12_merged_102030469,08:47:00,08:47:00,SMN19D,2,,,,2.69
1_8_12_merged_102030469,08:50:00,08:50:00,SMN22D,3,,,,4.52
1_8_12_merged_102030469,08:54:00,08:54:00,MER1A,4,,,,9.48
1_8_12_merged_102030469,08:58:00,08:58:00,MER2A,5,,,,10.48
1_8_12_merged_102030469,09:03:00,09:03:00,MER6A,6,,,,11.8
1_8_12_merged_102030469,09:05:00,09:05:00,MER7C,7,,,,15.28
1_8_12_merged_102030469,09:12:00,09:12:00,CHT3A,8,,1,,19.15
1_8_12_merged_102030469,09:19:00,09:19:00,KAH1A,9,,1,,23.0
1_8_12_merged_102030469,09:23:00,09:23:00,LSL10D,10,,1,,28.02
1_8_12_merged_102030469,09:23:30,09:23:30,LSL11A,11,,1,,28.38
1_8_12_merged_102030469,09:24:00,09:24:00,LSL12D,12,,1,,28.87
1_8_12_merged_102030469,09:24:30,09:24:30,LSL2D,13,,1,,29.23
1_8_12_merged_102030469,09:25:00,09:25:00,LSL3D,14,,1,,29.66
1_8_12_merged_102030469,09:27:00,09:27:00,LSL13D,15,,1,,30.23
1_8_12_merged_102030469,09:29:00,09:29:00,LSL4D,16,,1,,30.64
1_8_12_merged_102030469,09:32:00,09:32:00,LSL5D,17,,1,,31.46
1_8_12_merged_102030469,09:33:00,09:33:00,LSL14D,18,,1,,31.72
1_8_12_merged_102030469,09:35:00,09:35:00,MTL1B,19,,1,,32.42
1_8_12_merged_102030469,09:42:00,09:42:00,LSL46B,20,,,,35.01
1_5_4_merged_102030430,16:07:00,16:07:00,MTL46A,1,,,,
1_5_4_merged_102030430,16:35:00,16:35:00,KAH1B,2,,,,15.95
1_5_4_merged_102030430,16:42:00,16:42:00,CHT3C,3,,,,19.8
1_5_4_merged_102030430,16:49:00,16:49:00,MER7C,4,,,,23.67
1_5_4_merged_102030430,16:51:00,16:51:00,MER6C,5,,,,27.15
1_5_4_merged_102030430,16:55:00,16:55:00,MER2C,6,,,,28.47
1_5_4_merged_102030430,16:59:00,16:59:00,MER1C,7,,,,29.47
1_5_4_merged_102030430,17:02:00,17:02:00,SMN22B,8,,,,34.43
1_5_4_merged_102030430,17:03:00,17:03:00,SMN19B,9,,,,36.26
1_5_4_merged_102030430,17:07:00,17:07:00,SPC8B,10,,,,38.95
1_8_11_merged_102030489,07:50:00,07:50:00,SPC8D,1,,,,
1_8_11_merged_102030489,07:52:00,07:52:00,SMN19D,2,,,,2.69
1_8_11_merged_102030489,07:55:00,07:55:00,SMN22D,3,,,,4.52
1_8_11_merged_102030489,07:59:00,07:59:00,MER1A,4,,,,9.48
1_8_11_merged_102030489,08:03:00,08:03:00,MER2A,5,,,,10.48
1_8_11_merged_102030489,08:08:00,08:08:00,MER6A,6,,,,11.8
1_8_11_merged_102030489,08:10:00,08:10:00,MER7C,7,,,,15.28
1_8_11_merged_102030489,08:17:00,08:17:00,CHT3A,8,,1,,19.15
1_8_11_merged_102030489,08:24:00,08:24:00,KAH1A,9,,1,,23.0
1_8_11_merged_102030489,08:28:00,08:28:00,LSL10D,10,,1,,28.02
1_8_11_merged_102030489,08:28:30,08:28:30,LSL11A,11,,1,,28.38
1_8_11_merged_102030489,08:29:00,08:29:00,LSL12D,12,,1,,28.87
1_8_11_merged_102030489,08:29:30,08:29:30,LSL2D,13,,1,,29.23
1_8_11_merged_102030489,08:30:00,08:30:00,LSL3D,14,,1,,29.66
1_8_11_merged_102030489,08:32:00,08:32:00,LSL13D,15,,1,,30.23
1_8_11_merged_102030489,08:34:00,08:34:00,LSL4D,16,,1,,30.64
1_8_11_merged_102030489,08:37:00,08:37:00,LSL5D,17,,1,,31.46
1_8_11_merged_102030489,08:38:00,08:38:00,LSL14D,18,,1,,31.72
1_8_11_merged_102030489,08:40:00,08:40:00,MTL1B,19,,1,,32.42
1_8_11_merged_102030489,08:47:00,08:47:00,LSL46B,20,,,,35.01
1_9_2_merged_102030505,13:00:00,13:00:00,MTL46A,1,,,,
1_9_2_merged_102030505,13:15:00,13:15:00,MTL1B,2,,,,9.18
1_9_2_merged_102030505,13:17:00,13:17:00,LSL14B,3,,,1,9.87
1_9_2_merged_102030505,13:18:00,13:18:00,LSL5B,4,,,1,10.14
1_9_2_merged_102030505,13:21:00,13:21:00,LSL4B,5,,,1,10.95
1_9_2_merged_102030505,13:23:00,13:23:00,LSL13B,6,,,1,11.37
1_9_2_merged_102030505,13:25:00,13:25:00,LSL3B,7,,,1,11.94
1_9_2_merged_102030505,13:26:00,13:26:00,LSL2B,8,,,1,12.37
1_9_2_merged_102030505,13:26:30,13:26:30,LSL12B,9,,,1,12.73
1_9_2_merged_102030505,13:27:00,13:27:00,LSL11B,10,,,1,13.21
1_9_2_merged_102030505,13:27:30,13:27:30,LSL10C,11,,,1,13.58
1_9_2_merged_102030505,13:30:00,13:30:00,KAH1B,12,,,,18.56
1_9_2_merged_102030505,13:37:00,13:37:00,CHT3C,13,,,,22.41
1_9_2_merged_102030505,13:44:00,13:44:00,MER7C,14,,,,26.27
1_9_2_merged_102030505,13:46:00,13:46:00,MER6C,15,,,,29.76
1_9_2_merged_102030505,13:50:00,13:50:00,MER2C,16,,,,31.08
1_9_2_merged_102030505,13:54:00,13:54:00,MER1C,17,,,,32.07
1_9_2_merged_102030505,13:57:00,13:57:00,SMN22B,18,,,,37.04
1_9_2_merged_102030505,13:58:00,13:58:00,SMN19B,19,,,,38.86
1_9_2_merged_102030505,14:02:00,14:02:00,SPC8B,20,,,,41.56
1_9_2_merged_102030505,14:07:00,14:07:00,TSS17B,21,,,,43.97
1_9_2_merged_102030505,14:12:00,14:12:00,HOW3B,22,,,,48.68
1_9_2_merged_102030505,14:21:00,14:21:00,TSS5B,23,,,,56.99
1_9_2_merged_102030505,14:22:00,14:22:00,ORM10B,24,,,,58.31
1_9_2_merged_102030505,14:30:00,14:30:00,ORM4B,25,,,,63.86
1_9_2_merged_102030505,14:34:00,14:34:00,ORM11B,26,,,,66.04
1_2_22_merged_102030424,19:25:00,19:25:00,ORM11D,1,,,,
1_2_22_merged_102030424,19:31:00,19:31:00,ORM4D,2,,,,2.18
1_2_22_merged_102030424,19:37:00,19:37:00,ORM10D,3,,,,7.73
1_2_22_merged_102030424,19:38:00,19:38:00,TSS5D,4,,,,9.05
1_2_22_merged_102030424,19:48:00,19:48:00,HOW3D,5,,,,17.36
1_2_22_merged_102030424,19:53:00,19:53:00,TSS17D,6,,,,22.07
1_2_22_merged_102030424,19:57:00,19:57:00,SPC8D,7,,,,24.48
1_2_22_merged_102030424,19:59:00,19:59:00,SMN19D,8,,,,27.17
1_2_22_merged_102030424,20:02:00,20:02:00,SMN22D,9,,,,29.0
1_2_22_merged_102030424,20:06:00,20:06:00,MER1A,10,,,,33.96
1_2_22_merged_102030424,20:10:00,20:10:00,MER2A,11,,,,34.96
1_2_22_merged_102030424,20:15:00,20:15:00,MER6A,12,,,,36.28
1_2_22_merged_102030424,20:17:00,20:17:00,MER7C,13,,,,39.76
1_2_22_merged_102030424,20:24:00,20:24:00,CHT3A,14,,1,,43.63
1_2_22_merged_102030424,20:29:00,20:29:00,KAH1A,15,,1,,47.48
1_2_22_merged_102030424,20:35:00,20:35:00,LSL10D,16,,1,,52.5
1_2_22_merged_102030424,20:35:30,20:35:30,LSL11A,17,,1,,52.87
1_2_22_merged_102030424,20:36:00,20:36:00,LSL12D,18,,1,,53.35
1_2_22_merged_102030424,20:36:30,20:36:30,LSL2D,19,,1,,53.71
1_2_22_merged_102030424,20:37:00,20:37:00,LSL3D,20,,1,,54.14
1_2_22_merged_102030424,20:39:00,20:39:00,LSL13D,21,,1,,54.71
1_2_22_merged_102030424,20:41:00,20:41:00,LSL4D,22,,1,,55.13
1_2_22_merged_102030424,20:44:00,20:44:00,LSL5D,23,,1,,55.94
1_2_22_merged_102030424,20:45:00,20:45:00,LSL14D,24,,1,,56.2
1_2_22_merged_102030424,20:47:00,20:47:00,MTL1B,25,,,,56.9
1_2_20_merged_102030421,15:40:00,15:40:00,ORM11D,1,,,,
1_2_20_merged_102030421,15:46:00,15:46:00,ORM4D,2,,,,2.18
1_2_20_merged_102030421,15:52:00,15:52:00,ORM10D,3,,,,7.73
1_2_20_merged_102030421,15:53:00,15:53:00,TSS5D,4,,,,9.05
1_2_20_merged_102030421,16:03:00,16:03:00,HOW3D,5,,,,17.36
1_2_20_merged_102030421,16:08:00,16:08:00,TSS17D,6,,,,22.07
1_2_20_merged_102030421,16:12:00,16:12:00,SPC8D,7,,,,24.48
1_2_20_merged_102030421,16:14:00,16:14:00,SMN19D,8,,,,27.17
1_2_20_merged_102030421,16:17:00,16:17:00,SMN22D,9,,,,29.0
1_2_20_merged_102030421,16:21:00,16:21:00,MER1A,10,,,,33.96
1_2_20_merged_102030421,16:25:00,16:25:00,MER2A,11,,,,34.96
1_2_20_merged_102030421,16:30:00,16:30:00,MER6A,12,,,,36.28
1_2_20_merged_102030421,16:32:00,16:32:00,MER7C,13,,,,39.76
1_2_20_merged_102030421,16:39:00,16:39:00,CHT3A,14,,1,,43.63
1_2_20_merged_102030421,16:44:00,16:44:00,KAH1A,15,,1,,47.48
1_2_20_merged_102030421,16:50:00,16:50:00,LSL10D,16,,1,,52.5
1_2_20_merged_102030421,16:50:30,16:50:30,LSL11A,17,,1,,52.87
1_2_20_merged_102030421,16:51:00,16:51:00,LSL12D,18,,1,,53.35
1_2_20_merged_102030421,16:51:30,16:51:30,LSL2D,19,,1,,53.71
1_2_20_merged_102030421,16:52:00,16:52:00,LSL3D,20,,1,,54.14
1_2_20_merged_102030421,16:54:00,16:54:00,LSL13D,21,,1,,54.71
1_2_20_merged_102030421,16:56:00,16:56:00,LSL4D,22,,1,,55.13
1_2_20_merged_102030421,16:59:00,16:59:00,LSL5D,23,,1,,55.94
1_2_20_merged_102030421,17:00:00,17:00:00,LSL14D,24,,1,,56.2
1_2_20_merged_102030421,17:02:00,17:02:00,MTL1B,25,,,,56.9
1_2_5_merged_102030474,06:07:00,06:07:00,ORM11D,1,,,,
1_2_5_merged_102030474,06:13:00,06:13:00,ORM4D,2,,,,2.18
1_2_5_merged_102030474,06:19:00,06:19:00,ORM10D,3,,,,7.73
1_2_5_merged_102030474,06:20:00,06:20:00,TSS5D,4,,,,9.05
1_2_5_merged_102030474,06:30:00,06:30:00,HOW3D,5,,,,17.36
1_2_5_merged_102030474,06:35:00,06:35:00,TSS17D,6,,,,22.07
1_2_5_merged_102030474,06:39:00,06:39:00,SPC8D,7,,,,24.48
1_2_5_merged_102030474,06:41:00,06:41:00,SMN19D,8,,,,27.17
1_2_5_merged_102030474,06:44:00,06:44:00,SMN22D,9,,,,29.0
1_2_5_merged_102030474,06:48:00,06:48:00,MER1A,10,,,,33.96
1_2_5_merged_102030474,06:52:00,06:52:00,MER2A,11,,,,34.96
1_2_5_merged_102030474,06:57:00,06:57:00,MER6A,12,,,,36.28
1_2_5_merged_102030474,06:59:00,06:59:00,MER7C,13,,,,39.76
1_2_5_merged_102030474,07:06:00,07:06:00,CHT3A,14,,1,,43.63
1_2_5_merged_102030474,07:11:00,07:11:00,KAH1A,15,,1,,47.48
1_2_5_merged_102030474,07:17:00,07:17:00,LSL10D,16,,1,,52.5
1_2_5_merged_102030474,07:17:30,07:17:30,LSL11A,17,,1,,52.87
1_2_5_merged_102030474,07:18:00,07:18:00,LSL12D,18,,1,,53.35
1_2_5_merged_102030474,07:18:30,07:18:30,LSL2D,19,,1,,53.71
1_2_5_merged_102030474,07:19:00,07:19:00,LSL3D,20,,1,,54.14
1_2_5_merged_102030474,07:21:00,07:21:00,LSL13D,21,,1,,54.71
1_2_5_merged_102030474,07:23:00,07:23:00,LSL4D,22,,1,,55.13
1_2_5_merged_102030474,07:26:00,07:26:00,LSL5D,23,,1,,55.94
1_2_5_merged_102030474,07:27:00,07:27:00,LSL14D,24,,1,,56.2
1_2_5_merged_102030474,07:29:00,07:29:00,MTL1B,25,,,,56.9
1_7_5_merged_102030485,16:17:00,16:17:00,MTL46A,1,,,,
1_7_5_merged_102030485,16:45:00,16:45:00,KAH1B,2,,,,15.95
1_7_5_merged_102030485,16:52:00,16:52:00,CHT3C,3,,,,19.8
1_7_5_merged_102030485,16:59:00,16:59:00,MER7C,4,,,,23.67
1_7_5_merged_102030485,17:01:00,17:01:00,MER6C,5,,,,27.15
1_7_5_merged_102030485,17:05:00,17:05:00,MER2C,6,,,,28.47
1_7_5_merged_102030485,17:09:00,17:09:00,MER1C,7,,,,29.47
1_7_5_merged_102030485,17:12:00,17:12:00,SMN22B,8,,,,34.43
1_7_5_merged_102030485,17:13:00,17:13:00,SMN19B,9,,,,36.26
1_7_5_merged_102030485,17:17:00,17:17:00,SPC8B,10,,,,38.95
1_7_5_merged_102030485,17:22:00,17:22:00,TSS17B,11,,,,41.37
1_7_5_merged_102030485,17:27:00,17:27:00,HOW3B,12,,,,46.08
1_7_5_merged_102030485,17:36:00,17:36:00,TSS5B,13,,,,54.38
1_7_5_merged_102030485,17:37:00,17:37:00,ORM10B,14,,,,55.71
1_7_5_merged_102030485,17:45:00,17:45:00,ORM4B,15,,,,61.25
1_7_5_merged_102030485,17:49:00,17:49:00,ORM11B,16,,,,63.43
1_1_18_merged_102030449,17:15:00,17:15:00,MTL1B,1,,,,
1_1_18_merged_102030449,17:17:00,17:17:00,LSL14B,2,,,1,0.69
1_1_18_merged_102030449,17:18:00,17:18:00,LSL5B,3,,,1,0.96
1_1_18_merged_102030449,17:21:00,17:21:00,LSL4B,4,,,1,1.77
1_1_18_merged_102030449,17:23:00,17:23:00,LSL13B,5,,,1,2.19
1_1_18_merged_102030449,17:25:00,17:25:00,LSL3B,6,,,1,2.76
1_1_18_merged_102030449,17:26:00,17:26:00,LSL2B,7,,,1,3.19
1_1_18_merged_102030449,17:26:30,17:26:30,LSL12B,8,,,1,3.55
1_1_18_merged_102030449,17:27:00,17:27:00,LSL11B,9,,,1,4.03
1_1_18_merged_102030449,17:27:30,17:27:30,LSL10C,10,,,1,4.4
1_1_18_merged_102030449,17:30:00,17:30:00,KAH1B,11,,,,9.38
1_1_18_merged_102030449,17:37:00,17:37:00,CHT3C,12,,,,13.23
1_1_18_merged_102030449,17:44:00,17:44:00,MER7C,13,,,,17.1
1_1_18_merged_102030449,17:46:00,17:46:00,MER6C,14,,,,20.58
1_1_18_merged_102030449,17:50:00,17:50:00,MER2C,15,,,,21.9
1_1_18_merged_102030449,17:54:00,17:54:00,MER1C,16,,,,22.9
1_1_18_merged_102030449,17:57:00,17:57:00,SMN22B,17,,,,27.86
1_1_18_merged_102030449,17:58:00,17:58:00,SMN19B,18,,,,29.69
1_1_18_merged_102030449,18:02:00,18:02:00,SPC8B,19,,,,32.38
1_1_18_merged_102030449,18:07:00,18:07:00,TSS17B,20,,,,34.79
1_1_18_merged_102030449,18:12:00,18:12:00,HOW3B,21,,,,39.5
1_1_18_merged_102030449,18:21:00,18:21:00,TSS5B,22,,,,47.81
1_1_18_merged_102030449,18:22:00,18:22:00,ORM10B,23,,,,49.13
1_1_18_merged_102030449,18:30:00,18:30:00,ORM4B,24,,,,54.68
1_1_18_merged_102030449,18:34:00,18:34:00,ORM11B,25,,,,56.86
1_15_1_merged_102030461,17:55:00,17:55:00,MTL1B,1,,,,
1_15_1_merged_102030461,18:05:00,18:05:00,LSL46B,2,,,1,2.6
1_15_1_merged_102030461,18:06:00,18:06:00,LSL4B,3,,,1,4.04
1_15_1_merged_102030461,18:06:11,18:06:11,LSL13B,4,,,1,4.46
1_15_1_merged_102030461,18:06:27,18:06:27,LSL3B,5,,,1,5.03
1_15_1_merged_102030461,18:06:38,18:06:38,LSL2B,6,,,1,5.46
1_15_1_merged_102030461,18:06:48,18:06:48,LSL12B,7,,,1,5.82
1_15_1_merged_102030461,18:07:00,18:07:00,LSL11B,8,,,1,6.3
1_15_1_merged_102030461,18:07:30,18:07:30,LSL10C,9,,,1,6.67
1_15_1_merged_102030461,18:10:00,18:10:00,KAH1B,10,,,,11.65
1_15_1_merged_102030461,18:17:00,18:17:00,CHT3C,11,,,,15.5
1_15_1_merged_102030461,18:24:00,18:24:00,MER7C,12,,,,19.36
1_15_1_merged_102030461,18:26:00,18:26:00,MER6C,13,,,,22.85
1_15_1_merged_102030461,18:30:00,18:30:00,MER2C,14,,,,24.17
1_15_1_merged_102030461,18:34:00,18:34:00,MER1C,15,,,,25.16
1_15_1_merged_102030461,18:37:00,18:37:00,SMN22B,16,,,,30.13
1_15_1_merged_102030461,18:38:00,18:38:00,SMN19B,17,,,,31.95
1_15_1_merged_102030461,18:42:00,18:42:00,SPC8B,18,,,,34.65
1_15_1_merged_102030461,18:47:00,18:47:00,TSS17B,19,,,,37.06
1_15_1_merged_102030461,18:52:00,18:52:00,HOW3B,20,,,,41.77
1_15_1_merged_102030461,19:01:00,19:01:00,TSS5B,21,,,,50.08
1_15_1_merged_102030461,19:02:00,19:02:00,ORM10B,22,,,,51.4
1_15_1_merged_102030461,19:10:00,19:10:00,ORM4B,23,,,,56.94
1_15_1_merged_102030461,19:14:00,19:14:00,ORM11B,24,,,,59.13
1_5_6_merged_102030477,16:27:00,16:27:00,MTL46A,1,,,,
1_5_6_merged_102030477,16:55:00,16:55:00,KAH1B,2,,,,15.95
1_5_6_merged_102030477,17:02:00,17:02:00,CHT3C,3,,,,19.8
1_5_6_merged_102030477,17:09:00,17:09:00,MER7C,4,,,,23.67
1_5_6_merged_102030477,17:11:00,17:11:00,MER6C,5,,,,27.15
1_5_6_merged_102030477,17:15:00,17:15:00,MER2C,6,,,,28.47
1_5_6_merged_102030477,17:19:00,17:19:00,MER1C,7,,,,29.47
1_5_6_merged_102030477,17:22:00,17:22:00,SMN22B,8,,,,34.43
1_5_6_merged_102030477,17:23:00,17:23:00,SMN19B,9,,,,36.26
1_5_6_merged_102030477,17:27:00,17:27:00,SPC8B,10,,,,38.95
1_1_1_merged_102030450,07:45:00,07:45:00,MTL1B,1,,,,
1_1_1_merged_102030450,07:47:00,07:47:00,LSL14B,2,,,1,0.69
1_1_1_merged_102030450,07:48:00,07:48:00,LSL5B,3,,,1,0.96
1_1_1_merged_102030450,07:51:00,07:51:00,LSL4B,4,,,1,1.77
1_1_1_merged_102030450,07:53:00,07:53:00,LSL13B,5,,,1,2.19
1_1_1_merged_102030450,07:55:00,07:55:00,LSL3B,6,,,1,2.76
1_1_1_merged_102030450,07:56:00,07:56:00,LSL2B,7,,,1,3.19
1_1_1_merged_102030450,07:56:30,07:56:30,LSL12B,8,,,1,3.55
1_1_1_merged_102030450,07:57:00,07:57:00,LSL11B,9,,,1,4.03
1_1_1_merged_102030450,07:57:30,07:57:30,LSL10C,10,,,1,4.4
1_1_1_merged_102030450,08:00:00,08:00:00,KAH1B,11,,,,9.38
1_1_1_merged_102030450,08:07:00,08:07:00,CHT3C,12,,,,13.23
1_1_1_merged_102030450,08:14:00,08:14:00,MER7C,13,,,,17.1
1_1_1_merged_102030450,08:16:00,08:16:00,MER6C,14,,,,20.58
1_1_1_merged_102030450,08:20:00,08:20:00,MER2C,15,,,,21.9
1_1_1_merged_102030450,08:24:00,08:24:00,MER1C,16,,,,22.9
1_1_1_merged_102030450,08:27:00,08:27:00,SMN22B,17,,,,27.86
1_1_1_merged_102030450,08:28:00,08:28:00,SMN19B,18,,,,29.69
1_1_1_merged_102030450,08:32:00,08:32:00,SPC8B,19,,,,32.38
1_1_1_merged_102030450,08:37:00,08:37:00,TSS17B,20,,,,34.79
1_1_1_merged_102030450,08:42:00,08:42:00,HOW3B,21,,,,39.5
1_1_1_merged_102030450,08:51:00,08:51:00,TSS5B,22,,,,47.81
1_1_1_merged_102030450,08:52:00,08:52:00,ORM10B,23,,,,49.13
1_1_1_merged_102030450,09:00:00,09:00:00,ORM4B,24,,,,54.68
1_1_1_merged_102030450,09:04:00,09:04:00,ORM11B,25,,,,56.86
1_1_16_merged_102030418,17:30:00,17:30:00,MTL1B,1,,,,
1_1_16_merged_102030418,17:32:00,17:32:00,LSL14B,2,,,1,0.69
1_1_16_merged_102030418,17:33:00,17:33:00,LSL5B,3,,,1,0.96
1_1_16_merged_102030418,17:36:00,17:36:00,LSL4B,4,,,1,1.77
1_1_16_merged_102030418,17:38:00,17:38:00,LSL13B,5,,,1,2.19
1_1_16_merged_102030418,17:40:00,17:40:00,LSL3B,6,,,1,2.76
1_1_16_merged_102030418,17:41:00,17:41:00,LSL2B,7,,,1,3.19
1_1_16_merged_102030418,17:41:30,17:41:30,LSL12B,8,,,1,3.55
1_1_16_merged_102030418,17:42:00,17:42:00,LSL11B,9,,,1,4.03
1_1_16_merged_102030418,17:42:30,17:42:30,LSL10C,10,,,1,4.4
1_1_16_merged_102030418,17:45:00,17:45:00,KAH1B,11,,,,9.38
1_1_16_merged_102030418,17:52:00,17:52:00,CHT3C,12,,,,13.23
1_1_16_merged_102030418,17:59:00,17:59:00,MER7C,13,,,,17.1
1_1_16_merged_102030418,18:01:00,18:01:00,MER6C,14,,,,20.58
1_1_16_merged_102030418,18:05:00,18:05:00,MER2C,15,,,,21.9
1_1_16_merged_102030418,18:09:00,18:09:00,MER1C,16,,,,22.9
1_1_16_merged_102030418,18:12:00,18:12:00,SMN22B,17,,,,27.86
1_1_16_merged_102030418,18:13:00,18:13:00,SMN19B,18,,,,29.69
1_1_16_merged_102030418,18:17:00,18:17:00,SPC8B,19,,,,32.38
1_1_16_merged_102030418,18:22:00,18:22:00,TSS17B,20,,,,34.79
1_1_16_merged_102030418,18:27:00,18:27:00,HOW3B,21,,,,39.5
1_1_16_merged_102030418,18:36:00,18:36:00,TSS5B,22,,,,47.81
1_1_16_merged_102030418,18:37:00,18:37:00,ORM10B,23,,,,49.13
1_1_16_merged_102030418,18:45:00,18:45:00,ORM4B,24,,,,54.68
1_1_16_merged_102030418,18:49:00,18:49:00,ORM11B,25,,,,56.86
1_7_5_merged_102030439,16:17:00,16:17:00,MTL46A,1,,,,
1_7_5_merged_102030439,16:45:00,16:45:00,KAH1B,2,,,,15.95
1_7_5_merged_102030439,16:52:00,16:52:00,CHT3C,3,,,,19.8
1_7_5_merged_102030439,16:59:00,16:59:00,MER7C,4,,,,23.67
1_7_5_merged_102030439,17:01:00,17:01:00,MER6C,5,,,,27.15
1_7_5_merged_102030439,17:05:00,17:05:00,MER2C,6,,,,28.47
1_7_5_merged_102030439,17:09:00,17:09:00,MER1C,7,,,,29.47
1_7_5_merged_102030439,17:12:00,17:12:00,SMN22B,8,,,,34.43
1_7_5_merged_102030439,17:13:00,17:13:00,SMN19B,9,,,,36.26
1_7_5_merged_102030439,17:17:00,17:17:00,SPC8B,10,,,,38.95
1_7_5_merged_102030439,17:22:00,17:22:00,TSS17B,11,,,,41.37
1_7_5_merged_102030439,17:27:00,17:27:00,HOW3B,12,,,,46.08
1_7_5_merged_102030439,17:36:00,17:36:00,TSS5B,13,,,,54.38
1_7_5_merged_102030439,17:37:00,17:37:00,ORM10B,14,,,,55.71
1_7_5_merged_102030439,17:45:00,17:45:00,ORM4B,15,,,,61.25
1_7_5_merged_102030439,17:49:00,17:49:00,ORM11B,16,,,,63.43
1_4_4_merged_102030435,06:22:00,06:22:00,SPC8D,1,,,,
1_4_4_merged_102030435,06:24:00,06:24:00,SMN19D,2,,,,2.69
1_4_4_merged_102030435,06:27:00,06:27:00,SMN22D,3,,,,4.52
1_4_4_merged_102030435,06:31:00,06:31:00,MER1A,4,,,,9.48
1_4_4_merged_102030435,06:35:00,06:35:00,MER2A,5,,,,10.48
1_4_4_merged_102030435,06:40:00,06:40:00,MER6A,6,,,,11.8
1_4_4_merged_102030435,06:42:00,06:42:00,MER7C,7,,,,15.28
1_4_4_merged_102030435,06:49:00,06:49:00,CHT3A,8,,1,,19.15
1_4_4_merged_102030435,06:54:00,06:54:00,KAH1A,9,,1,,23.0
1_4_4_merged_102030435,07:22:00,07:22:00,MTL46A,10,,,,39.01
1_5_11_merged_102030506,17:37:00,17:37:00,MTL46A,1,,,,
1_5_11_merged_102030506,18:05:00,18:05:00,KAH1B,2,,,,15.95
1_5_11_merged_102030506,18:12:00,18:12:00,CHT3C,3,,,,19.8
1_5_11_merged_102030506,18:19:00,18:19:00,MER7C,4,,,,23.67
1_5_11_merged_102030506,18:21:00,18:21:00,MER6C,5,,,,27.15
1_5_11_merged_102030506,18:25:00,18:25:00,MER2C,6,,,,28.47
1_5_11_merged_102030506,18:29:00,18:29:00,MER1C,7,,,,29.47
1_5_11_merged_102030506,18:32:00,18:32:00,SMN22B,8,,,,34.43
1_5_11_merged_102030506,18:33:00,18:33:00,SMN19B,9,,,,36.26
1_5_11_merged_102030506,18:37:00,18:37:00,SPC8B,10,,,,38.95
1_6_8_merged_102030442,07:09:00,07:09:00,MER1A,1,,,,
1_6_8_merged_102030442,07:13:00,07:13:00,MER2A,2,,,,0.99
1_6_8_merged_102030442,07:18:00,07:18:00,MER6A,3,,,,2.31
1_6_8_merged_102030442,07:20:00,07:20:00,MER7C,4,,,,5.8
1_6_8_merged_102030442,07:27:00,07:27:00,CHT3A,5,,1,,9.67
1_6_8_merged_102030442,07:32:00,07:32:00,KAH1A,6,,1,,13.51
1_6_8_merged_102030442,08:00:00,08:00:00,MTL46A,7,,,,29.52
1_10_14_merged_102030499,11:15:00,11:15:00,ORM11D,1,,,,
1_10_14_merged_102030499,11:21:00,11:21:00,ORM4D,2,,,,2.18
1_10_14_merged_102030499,11:27:00,11:27:00,ORM10D,3,,,,7.73
1_10_14_merged_102030499,11:28:00,11:28:00,TSS5D,4,,,,9.05
1_10_14_merged_102030499,11:38:00,11:38:00,HOW3D,5,,,,17.36
1_10_14_merged_102030499,11:43:00,11:43:00,TSS17D,6,,,,22.07
1_10_14_merged_102030499,11:47:00,11:47:00,SPC8D,7,,,,24.48
1_10_14_merged_102030499,11:49:00,11:49:00,SMN19D,8,,,,27.17
1_10_14_merged_102030499,11:52:00,11:52:00,SMN22D,9,,,,29.0
1_10_14_merged_102030499,11:56:00,11:56:00,MER1A,10,,,,33.96
1_10_14_merged_102030499,12:00:00,12:00:00,MER2A,11,,,,34.96
1_10_14_merged_102030499,12:05:00,12:05:00,MER6A,12,,,,36.28
1_10_14_merged_102030499,12:07:00,12:07:00,MER7C,13,,,,39.76
1_10_14_merged_102030499,12:14:00,12:14:00,CHT3A,14,,1,,43.63
1_10_14_merged_102030499,12:19:00,12:19:00,KAH1A,15,,1,,47.48
1_10_14_merged_102030499,12:25:00,12:25:00,LSL10D,16,,1,,52.5
1_10_14_merged_102030499,12:25:30,12:25:30,LSL11A,17,,1,,52.87
1_10_14_merged_102030499,12:26:00,12:26:00,LSL12D,18,,1,,53.35
