shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
1_13,45.2422370830299,-73.8074922608442,62,33.72
1_13,45.2411070839997,-73.8093968086524,63,33.91
1_13,45.2403663899632,-73.8104245225214,64,34.03
1_13,45.2395357689786,-73.8114262438966,65,34.15
1_13,45.2389317778008,-73.8118177956378,66,34.22
1_13,45.236456609003,-73.8119953070632,67,34.5
1_13,45.2338567785467,-73.8116881530867,68,34.79
1_13,45.2322353035412,-73.8123033362448,69,34.98
1_13,45.2241795066849,-73.8162321836375,70,35.92
1_13,45.2225915946682,-73.8177131982486,71,36.13
1_13,45.218371876011,-73.8238522492783,72,36.81
1_13,45.2174695802512,-73.8247001944039,73,36.93
1_13,45.2139260272826,-73.8271499500245,74,37.36
1_13,45.2137097292329,-73.827263293418,75,37.39
1_13,45.2129874191647,-73.8280994193449,76,37.49
1_13,45.2122186781864,-73.8294317721936,77,37.63
1_13,45.203896416613,-73.8500306859887,78,39.49
1_13,45.1972800880379,-73.8594087207352,79,40.53
1_13,45.1966374467706,-73.8605883510248,80,40.65
1_13,45.1872011142584,-73.8478413515428,81,42.1
1_13,45.1966374467706,-73.8605883510248,82,43.55
1_13,45.1954961331141,-73.8657612120121,83,43.98
1_13,45.1901133483236,-73.8880103851228,84,45.82
1_13,45.1890541710328,-73.8898611857104,85,46.01
1_13,45.174610635302,-73.9054370983099,86,48.03
1_13,45.1661304950011,-73.9187720473522,87,49.44
1_13,45.1653892845773,-73.9196697888721,88,49.55
1_13,45.1645317393269,-73.9203885635405,89,49.66
1_13,45.1584869246856,-73.9245796052885,90,50.41
1_13,45.1521271884562,-73.92871653306,91,51.19
1_13,45.1482056582635,-73.9305692381788,92,51.64
1_13,45.147528786169,-73.931085529574,93,51.73
1_13,45.1441025910113,-73.9351924071538,94,52.23
1_13,45.1409978422515,-73.9375719804941,95,52.62
1_13,45.1396870223054,-73.9391259014998,96,52.81
1_13,45.1391164801472,-73.9400624241389,97,52.91
1_13,45.1359756592748,-73.9470565017577,98,53.56
1_13,45.130502673507,-73.9610361596654,99,54.82
1_13,45.125606919265,-73.9721196273295,100,55.84
1_13,45.1245962552863,-73.9749587042757,101,56.09
1_13,45.1215421277999,-73.984352205754,102,56.91
1_13,45.1200665800706,-73.9885088181186,103,57.27
1_13,45.1199287704672,-73.9891685949286,104,57.33
1_13,45.1197995741412,-73.9899174164785,105,57.39
1_13,45.1197589943704,-73.9909847590157,106,57.47
1_13,45.1199249914652,-73.9921428500422,107,57.57
1_13,45.1214758700244,-73.9956008573928,108,57.89
1_13,45.1246254884403,-74.0017932901861,109,58.49
1_13,45.1244068935625,-74.0023888201777,110,58.54
1_13,45.1243147249534,-74.0028837637784,111,58.58
1_13,45.1247751996862,-74.0045784665554,112,58.72
1_13,45.1247538864445,-74.0053282691056,113,58.78
1_13,45.123699379731,-74.0137593742782,114,59.46
1_12,45.123699379731,-74.0137593742782,1,0.0
1_12,45.1247538864445,-74.0053282691056,2,0.67
1_12,45.1247751996862,-74.0045784665554,3,0.73
1_12,45.1243147249534,-74.0028837637784,4,0.88
1_12,45.1244068935625,-74.0023888201777,5,0.92
1_12,45.1246254884403,-74.0017932901861,6,0.97
1_12,45.1214758700244,-73.9956008573928,7,1.57
1_12,45.1199249914652,-73.9921428500422,8,1.89
1_12,45.1197589943704,-73.9909847590157,9,1.98
1_12,45.1197995741412,-73.9899174164785,10,2.07
1_12,45.1199287704672,-73.9891685949286,11,2.13
1_12,45.1200665800706,-73.9885088181186,12,2.18
1_12,45.1215421277999,-73.984352205754,13,2.55
1_12,45.1245962552863,-73.9749587042757,14,3.36
1_12,45.125606919265,-73.9721196273295,15,3.61
1_12,45.130502673507,-73.9610361596654,16,4.64
1_12,45.1359756592748,-73.9470565017577,17,5.9
1_12,45.1391164801472,-73.9400624241389,18,6.55
1_12,45.1396870223054,-73.9391259014998,19,6.64
1_12,45.1409978422515,-73.9375719804941,20,6.83
1_12,45.1441025910113,-73.9351924071538,21,7.23
1_12,45.147528786169,-73.931085529574,22,7.73
1_12,45.1482056582635,-73.9305692381788,23,7.81
1_12,45.1521271884562,-73.92871653306,24,8.27
1_12,45.1584869246856,-73.9245796052885,25,9.05
1_12,45.1645317393269,-73.9203885635405,26,9.8
1_12,45.1653892845773,-73.9196697888721,27,9.91
1_12,45.1661304950011,-73.9187720473522,28,10.02
1_12,45.174610635302,-73.9054370983099,29,11.43
1_12,45.1890541710328,-73.8898611857104,30,13.44
1_12,45.1901133483236,-73.8880103851228,31,13.63
1_12,45.1954961331141,-73.8657612120121,32,15.48
1_12,45.1966374467706,-73.8605883510248,33,15.91
1_12,45.1872011142584,-73.8478413515428,34,17.36
1_12,45.1966374467706,-73.8605883510248,35,18.81
1_12,45.1972800880379,-73.8594087207352,36,18.92
1_12,45.203896416613,-73.8500306859887,37,19.96
1_12,45.2122186781864,-73.8294317721936,38,21.83
1_12,45.2129874191647,-73.8280994193449,39,21.96
1_12,45.2137097292329,-73.827263293418,40,22.07
1_12,45.2139260272826,-73.8271499500245,41,22.09
1_12,45.2174695802512,-73.8247001944039,42,22.53
1_12,45.218371876011,-73.8238522492783,43,22.65
1_12,45.2225915946682,-73.8177131982486,44,23.32
1_12,45.2241795066849,-73.8162321836375,45,23.53
1_12,45.2322353035412,-73.8123033362448,46,24.48
1_12,45.2338567785467,-73.8116881530867,47,24.67
1_12,45.236456609003,-73.8119953070632,48,24.96
1_12,45.2389317778008,-73.8118177956378,49,25.23
1_12,45.2395357689786,-73.8114262438966,50,25.31
1_12,45.2403663899632,-73.8104245225214,51,25.43
1_12,45.2411070839997,-73.8093968086524,52,25.54
1_12,45.2422370830299,-73.8074922608442,53,25.74
1_12,45.2427066947877,-73.8068706331537,54,25.81
1_12,45.2431665184924,-73.8065419185344,55,25.87
1_12,45.2441937380468,-73.8060379104677,56,25.99
1_12,45.244743682755,-73.8056587102492,57,26.06
1_12,45.2456456986902,-73.8048610135067,58,26.17
1_12,45.2471623973509,-73.8030219750401,59,26.4
1_12,45.2481866862262,-73.8002120571341,60,26.64
1_12,45.2484848147515,-73.7997677531424,61,26.69
1_12,45.2492511748449,-73.7992112488337,62,26.79
1_12,45.2526110229425,-73.7979548715355,63,27.17
1_12,45.2560431099528,-73.7965967956,64,27.57
1_12,45.2610908818793,-73.789806058662,65,28.34
1_12,45.2653079646635,-73.7839784632168,66,29.0
1_12,45.2782279178353,-73.7662623381364,67,31.0
1_12,45.2787509401973,-73.7657931807889,68,31.07
1_12,45.3025061425091,-73.7505515168086,69,33.96
1_12,45.3106702758785,-73.7453586758514,70,34.96
1_12,45.3215639076653,-73.738670715106,71,36.28
1_12,45.3384668471994,-73.7282151848734,72,38.33
1_12,45.3433681221051,-73.7251978694874,73,38.92
1_12,45.344278637161,-73.7333428298634,74,39.57
1_12,45.3425322028433,-73.7336801848319,75,39.76
1_12,45.344278637161,-73.7333428298634,76,39.96
1_12,45.3433681221051,-73.7251978694874,77,40.61
1_12,45.3554317082431,-73.7177919783709,78,42.07
1_12,45.3684312343549,-73.7100672646455,79,43.63
1_12,45.3971752011219,-73.6934415864961,80,47.08
1_12,45.3979593268322,-73.6927034387672,81,47.19
1_12,45.3984734698836,-73.6919771293908,82,47.27
1_12,45.3989526603429,-73.6906248100804,83,47.39
1_12,45.399026603794,-73.6894499376919,84,47.48
1_12,45.3989576093319,-73.6876359355778,85,47.62
1_12,45.3989595545194,-73.686448049343,86,47.71
1_12,45.3993315237973,-73.6845843967065,87,47.86
1_12,45.4026352101779,-73.6722939199491,88,48.89
1_12,45.4056664515177,-73.6608315878013,89,49.85
1_12,45.4065320502159,-73.6595948937866,90,49.99
1_12,45.4073874470548,-73.6592140544124,91,50.09
1_12,45.4086652761698,-73.6591920938655,92,50.23
1_12,45.4093314175761,-73.6590151098295,93,50.31
1_12,45.4161845603983,-73.6552140433051,94,51.12
1_12,45.4215162079877,-73.6518680049228,95,51.77
1_12,45.4221103654598,-73.6516779240011,96,51.84
1_12,45.4235596703529,-73.6512728902057,97,52.0
1_12,45.4289523403248,-73.6493447643897,98,52.62
1_12,45.4296542914234,-73.6492954957207,99,52.7
1_12,45.4303829204313,-73.6494891185396,100,52.78
1_12,45.4316327244733,-73.6502464619225,101,52.93
1_12,45.4321994625353,-73.650375771025,102,53.0
1_12,45.4368523294077,-73.6499024286437,103,53.52
1_12,45.4403974535373,-73.6501291165544,104,53.91
1_12,45.4408475463729,-73.6500024853617,105,53.96
1_12,45.4414059561543,-73.6496204866809,106,54.03
1_12,45.4416493337117,-73.6493015632577,107,54.07
1_12,45.4479001037629,-73.6375183466224,108,55.22
1_12,45.4533119055252,-73.6265361383204,109,56.27
1_12,45.4555488905883,-73.6216058191794,110,56.73
1_12,45.4660416562717,-73.6027530240643,111,58.61
1_12,45.4697351224951,-73.5981045334047,112,59.16
1_12,45.4777107389092,-73.5945881063785,113,60.08
1_12,45.4888725554631,-73.5777195709846,114,61.89
1_12,45.4926370759257,-73.5729141304452,115,62.46
1_12,45.494565734076,-73.568067452967,116,62.89
1_12,45.4953671401722,-73.5671471917193,117,63.01
1_12,45.4953767283015,-73.5661364125116,118,63.09
1_12,45.4976455868691,-73.5639382714669,119,63.39
1_12,45.4979697019299,-73.563631548565,120,63.43
1_12,45.4981943405475,-73.5642075970964,121,63.48
1_11,45.4351296626657,-73.6050614310179,1,0.0
1_11,45.4349773205027,-73.6043709655997,2,0.06
1_11,45.4346182167039,-73.6034500658318,3,0.14
1_11,45.4343665700418,-73.6031045184094,4,0.18
1_11,45.4363485239314,-73.6005518334044,5,0.48
1_11,45.445281774439,-73.5926163728,6,1.65
1_11,45.4471342302546,-73.6044828698398,7,2.6
1_11,45.4470683329095,-73.6076148017414,8,2.84
1_11,45.4472743182155,-73.6086506924456,9,2.93
1_11,45.4477322521535,-73.6096870789984,10,3.02
1_11,45.4459483033772,-73.6119974603148,11,3.29
1_11,45.4441643458233,-73.6142693463757,12,3.56
1_11,45.4394588671113,-73.6222359242759,13,4.37
1_11,45.4364768954428,-73.6254248611015,14,4.78
1_11,45.4324404735045,-73.6299658098053,15,5.36
1_11,45.430581164671,-73.634805226808,16,5.79
1_11,45.4291185048094,-73.6388912937216,17,6.15
1_11,45.4271499970749,-73.644394385534,18,6.63
1_11,45.4240167088737,-73.6458048321178,19,7.0
1_11,45.4248044064104,-73.6490399130017,20,7.26
1_11,45.4248034871916,-73.6497427482171,21,7.32
1_11,45.4245232219413,-73.6507387538859,22,7.4
1_11,45.4234690749462,-73.6517326765965,23,7.54
1_11,45.4085658287745,-73.6595239698258,24,9.31
1_11,45.4061604885841,-73.6614589481659,25,9.61
1_11,45.4053582413276,-73.662427523367,26,9.73
1_11,45.4051234237113,-73.6630272485655,27,9.79
1_11,45.4026352101779,-73.6722939199491,28,10.56
1_11,45.3993315237973,-73.6845843967065,29,11.59
1_11,45.3989595545194,-73.686448049343,30,11.74
1_11,45.3989576093319,-73.6876359355778,31,11.84
1_11,45.399026603794,-73.6894499376919,32,11.98
1_11,45.3989526603429,-73.6906248100804,33,12.07
1_11,45.3984734698836,-73.6919771293908,34,12.19
1_11,45.3979593268322,-73.6927034387672,35,12.27
1_11,45.3971752011219,-73.6934415864961,36,12.37
1_11,45.3684312343549,-73.7100672646455,37,15.82
1_11,45.3433681221051,-73.7251978694874,38,18.85
1_11,45.344278637161,-73.7333428298634,39,19.5
1_11,45.3425322028433,-73.7336801848319,40,19.69
1_11,45.344278637161,-73.7333428298634,41,19.89
1_11,45.3433681221051,-73.7251978694874,42,20.54
1_11,45.3384668471994,-73.7282151848734,43,21.13
1_11,45.3215639076653,-73.738670715106,44,23.18
1_11,45.3106702758785,-73.7453586758514,45,24.5
1_11,45.3025061425091,-73.7505515168086,46,25.49
1_11,45.2787509401973,-73.7657931807889,47,28.39
1_11,45.2782279178353,-73.7662623381364,48,28.46
1_11,45.2653079646635,-73.7839784632168,49,30.46
1_11,45.2610908818793,-73.789806058662,50,31.11
1_11,45.2560431099528,-73.7965967956,51,31.89
1_11,45.2526110229425,-73.7979548715355,52,32.28
1_11,45.2492511748449,-73.7992112488337,53,32.67
1_11,45.2484848147515,-73.7997677531424,54,32.76
1_11,45.2481866862262,-73.8002120571341,55,32.81
1_11,45.2471623973509,-73.8030219750401,56,33.06
1_11,45.2456456986902,-73.8048610135067,57,33.28
1_11,45.244743682755,-73.8056587102492,58,33.4
1_11,45.2441937380468,-73.8060379104677,59,33.47
1_11,45.2431665184924,-73.8065419185344,60,33.59
1_11,45.2427066947877,-73.8068706331537,61,33.65
1_11,45.2422370830299,-73.8074922608442,62,33.72
1_11,45.2411070839997,-73.8093968086524,63,33.91
1_11,45.2403663899632,-73.8104245225214,64,34.03
1_11,45.2395357689786,-73.8114262438966,65,34.15
1_11,45.2389317778008,-73.8118177956378,66,34.22
1_11,45.236456609003,-73.8119953070632,67,34.5
1_11,45.2338567785467,-73.8116881530867,68,34.79
1_11,45.2322353035412,-73.8123033362448,69,34.98
1_10,45.123699379731,-74.0137593742782,1,0.0
1_10,45.1247538864445,-74.0053282691056,2,0.67
1_10,45.1247751996862,-74.0045784665554,3,0.73
1_10,45.1243147249534,-74.0028837637784,4,0.88
1_10,45.1244068935625,-74.0023888201777,5,0.92
1_10,45.1246254884403,-74.0017932901861,6,0.97
1_10,45.1214758700244,-73.9956008573928,7,1.57
1_10,45.1199249914652,-73.9921428500422,8,1.89
1_10,45.1197589943704,-73.9909847590157,9,1.98
1_10,45.1197995741412,-73.9899174164785,10,2.07
1_10,45.1199287704672,-73.9891685949286,11,2.13
1_10,45.1200665800706,-73.9885088181186,12,2.18
1_10,45.1215421277999,-73.984352205754,13,2.55
1_10,45.1245962552863,-73.9749587042757,14,3.36
1_10,45.125606919265,-73.9721196273295,15,3.61
1_10,45.130502673507,-73.9610361596654,16,4.64
1_10,45.1359756592748,-73.9470565017577,17,5.9
1_10,45.1391164801472,-73.9400624241389,18,6.55
1_10,45.1396870223054,-73.9391259014998,19,6.64
1_10,45.1409978422515,-73.9375719804941,20,6.83
1_10,45.1441025910113,-73.9351924071538,21,7.23
1_10,45.147528786169,-73.931085529574,22,7.73
1_10,45.1482056582635,-73.9305692381788,23,7.81
1_10,45.1521271884562,-73.92871653306,24,8.27
1_10,45.1584869246856,-73.9245796052885,25,9.05
1_10,45.1645317393269,-73.9203885635405,26,9.8
1_10,45.1653892845773,-73.9196697888721,27,9.91
1_10,45.1661304950011,-73.9187720473522,28,10.02
1_10,45.174610635302,-73.9054370983099,29,11.43
1_10,45.1890541710328,-73.8898611857104,30,13.44
1_10,45.1901133483236,-73.8880103851228,31,13.63
1_10,45.1954961331141,-73.8657612120121,32,15.48
1_10,45.1966374467706,-73.8605883510248,33,15.91
1_10,45.1872011142584,-73.8478413515428,34,17.36
1_10,45.1966374467706,-73.8605883510248,35,18.81
1_10,45.1972800880379,-73.8594087207352,36,18.92
1_10,45.203896416613,-73.8500306859887,37,19.96
1_10,45.2122186781864,-73.8294317721936,38,21.83
1_10,45.2129874191647,-73.8280994193449,39,21.96
1_10,45.2137097292329,-73.827263293418,40,22.07
1_10,45.2139260272826,-73.8271499500245,41,22.09
1_10,45.2174695802512,-73.8247001944039,42,22.53
1_10,45.218371876011,-73.8238522492783,43,22.65
1_10,45.2225915946682,-73.8177131982486,44,23.32
1_10,45.2241795066849,-73.8162321836375,45,23.53
1_10,45.2322353035412,-73.8123033362448,46,24.48
1_10,45.2338567785467,-73.8116881530867,47,24.67
1_10,45.236456609003,-73.8119953070632,48,24.96
1_10,45.2389317778008,-73.8118177956378,49,25.23
1_10,45.2395357689786,-73.8114262438966,50,25.31
1_10,45.2403663899632,-73.8104245225214,51,25.43
1_10,45.2411070839997,-73.8093968086524,52,25.54
1_10,45.2422370830299,-73.8074922608442,53,25.74
1_10,45.2427066947877,-73.8068706331537,54,25.81
1_10,45.2431665184924,-73.8065419185344,55,25.87
1_10,45.2441937380468,-73.8060379104677,56,25.99
1_10,45.244743682755,-73.8056587102492,57,26.06
1_10,45.2456456986902,-73.8048610135067,58,26.17
1_10,45.2471623973509,-73.8030219750401,59,26.4
1_10,45.2481866862262,-73.8002120571341,60,26.64
1_10,45.2484848147515,-73.7997677531424,61,26.69
1_10,45.2492511748449,-73.7992112488337,62,26.79
1_10,45.2526110229425,-73.7979548715355,63,27.17
1_10,45.2560431099528,-73.7965967956,64,27.57
1_10,45.2610908818793,-73.789806058662,65,28.34
1_10,45.2653079646635,-73.7839784632168,66,29.0
1_10,45.2782279178353,-73.7662623381364,67,31.0
1_10,45.2787509401973,-73.7657931807889,68,31.07
1_10,45.3025061425091,-73.7505515168086,69,33.96
1_10,45.3106702758785,-73.7453586758514,70,34.96
1_10,45.3215639076653,-73.738670715106,71,36.28
1_10,45.3384668471994,-73.7282151848734,72,38.33
1_10,45.3433681221051,-73.7251978694874,73,38.92
1_10,45.344278637161,-73.7333428298634,74,39.57
1_10,45.3425322028433,-73.7336801848319,75,39.76
1_10,45.344278637161,-73.7333428298634,76,39.96
1_10,45.3433681221051,-73.7251978694874,77,40.61
1_10,45.3554317082431,-73.7177919783709,78,42.07
1_10,45.3684312343549,-73.7100672646455,79,43.63
1_10,45.3971752011219,-73.6934415864961,80,47.08
1_10,45.3979593268322,-73.6927034387672,81,47.19
1_10,45.3984734698836,-73.6919771293908,82,47.27
1_10,45.3989526603429,-73.6906248100804,83,47.39
1_10,45.399026603794,-73.6894499376919,84,47.48
1_10,45.3989576093319,-73.6876359355778,85,47.62
1_10,45.3989595545194,-73.686448049343,86,47.71
1_10,45.3993315237973,-73.6845843967065,87,47.86
1_10,45.4026352101779,-73.6722939199491,88,48.89
1_10,45.4056664515177,-73.6608315878013,89,49.85
1_10,45.4065320502159,-73.6595948937866,90,49.99
1_10,45.4073874470548,-73.6592140544124,91,50.09
1_10,45.4086652761698,-73.6591920938655,92,50.23
1_10,45.4093314175761,-73.6590151098295,93,50.31
1_10,45.4161845603983,-73.6552140433051,94,51.12
1_10,45.4215162079877,-73.6518680049228,95,51.77
1_10,45.4221103654598,-73.6516779240011,96,51.84
1_10,45.4235596703529,-73.6512728902057,97,52.0
1_10,45.4241540968889,-73.6508783374448,98,52.08
1_10,45.424650512294,-73.6497423437871,99,52.18
1_10,45.4246696118794,-73.6488989911143,100,52.25
1_10,45.4240167088737,-73.6458048321178,101,52.5
1_10,45.4271499970749,-73.644394385534,102,52.87
1_10,45.4291185048094,-73.6388912937216,103,53.35
1_10,45.430581164671,-73.634805226808,104,53.71
1_10,45.4324404735045,-73.6299658098053,105,54.14
1_10,45.4364768954428,-73.6254248611015,106,54.71
1_10,45.4394588671113,-73.6222359242759,107,55.13
1_10,45.4441643458233,-73.6142693463757,108,55.94
1_10,45.4459483033772,-73.6119974603148,109,56.2
1_10,45.4477322521535,-73.6096870789984,110,56.47
1_10,45.4472743182155,-73.6086506924456,111,56.57
1_10,45.4470683329095,-73.6076148017414,112,56.65
1_10,45.4471342302546,-73.6044828698398,113,56.9
1_10,45.4470683329095,-73.6076148017414,114,57.14
1_10,45.4472743182155,-73.6086506924456,115,57.23
1_10,45.4477322521535,-73.6096870789984,116,57.32
1_10,45.4498064571162,-73.6142296005749,117,57.75
1_10,45.4500754620042,-73.6151762018623,118,57.83
1_10,45.4500565591501,-73.6160710830911,119,57.9
1_10,45.4495313940224,-73.6192277647282,120,58.15
1_10,45.4495032725801,-73.6203015986253,121,58.23
1_10,45.4497173100827,-73.6221174512921,122,58.38
1_10,45.4498698189529,-73.6225524542462,123,58.42
1_10,45.4507322954596,-73.6238327940725,124,58.56
1_10,45.4525659204663,-73.6257290066647,125,58.81
1_10,45.4556495910743,-73.6199822350867,126,59.37
1_10,45.4583807189335,-73.6155383432541,127,59.83
1_10,45.4660416562717,-73.6027530240643,128,61.15
1_10,45.4697351224951,-73.5981045334047,129,61.7
1_10,45.4777107389092,-73.5945881063785,130,62.62
1_10,45.4888725554631,-73.5777195709846,131,64.43
1_10,45.4926370759257,-73.5729141304452,132,65.0
1_10,45.494565734076,-73.568067452967,133,65.43
1_10,45.4953671401722,-73.5671471917193,134,65.55
1_10,45.4953767283015,-73.5661364125116,135,65.62
1_10,45.4976455868691,-73.5639382714669,136,65.93
1_10,45.4979697019299,-73.563631548565,137,65.97
1_10,45.4981943405475,-73.5642075970964,138,66.02
1_16,45.2322353035412,-73.8123033362448,1,0.0
1_16,45.2338567785467,-73.8116881530867,2,0.19
1_16,45.236456609003,-73.8119953070632,3,0.48
1_16,45.2389317778008,-73.8118177956378,4,0.75
1_16,45.2395357689786,-73.8114262438966,5,0.83
1_16,45.2403663899632,-73.8104245225214,6,0.95
1_16,45.2411070839997,-73.8093968086524,7,1.06
1_16,45.2422370830299,-73.8074922608442,8,1.26
1_16,45.2427066947877,-73.8068706331537,9,1.33
1_16,45.2431665184924,-73.8065419185344,10,1.39
1_16,45.2441937380468,-73.8060379104677,11,1.51
1_16,45.244743682755,-73.8056587102492,12,1.57
1_16,45.2456456986902,-73.8048610135067,13,1.69
1_16,45.2471623973509,-73.8030219750401,14,1.92
1_16,45.2481866862262,-73.8002120571341,15,2.16
1_16,45.2484848147515,-73.7997677531424,16,2.21
1_16,45.2492511748449,-73.7992112488337,17,2.31
1_16,45.2526110229425,-73.7979548715355,18,2.69
1_16,45.2560431099528,-73.7965967956,19,3.09
1_16,45.2610908818793,-73.789806058662,20,3.86
1_16,45.2653079646635,-73.7839784632168,21,4.52
1_16,45.2782279178353,-73.7662623381364,22,6.52
1_16,45.2787509401973,-73.7657931807889,23,6.59
1_16,45.3025061425091,-73.7505515168086,24,9.48
1_16,45.3106702758785,-73.7453586758514,25,10.48
1_16,45.3215639076653,-73.738670715106,26,11.8
1_16,45.3384668471994,-73.7282151848734,27,13.85
1_16,45.3433681221051,-73.7251978694874,28,14.44
1_16,45.344278637161,-73.7333428298634,29,15.09
1_16,45.3425322028433,-73.7336801848319,30,15.28
1_16,45.344278637161,-73.7333428298634,31,15.48
1_16,45.3433681221051,-73.7251978694874,32,16.12
1_16,45.3554317082431,-73.7177919783709,33,17.59
1_16,45.3684312343549,-73.7100672646455,34,19.15
1_16,45.3971752011219,-73.6934415864961,35,22.6
1_16,45.3979593268322,-73.6927034387672,36,22.71
1_16,45.3984734698836,-73.6919771293908,37,22.79
1_16,45.3989526603429,-73.6906248100804,38,22.9
1_16,45.399026603794,-73.6894499376919,39,23.0
1_16,45.3989576093319,-73.6876359355778,40,23.14
1_16,45.3989595545194,-73.686448049343,41,23.23
1_16,45.3993315237973,-73.6845843967065,42,23.38
1_16,45.4026352101779,-73.6722939199491,43,24.41
1_16,45.4056664515177,-73.6608315878013,44,25.37
1_16,45.4065320502159,-73.6595948937866,45,25.51
1_16,45.4073874470548,-73.6592140544124,46,25.61
1_16,45.4086652761698,-73.6591920938655,47,25.75
1_16,45.4093314175761,-73.6590151098295,48,25.83
1_16,45.4161845603983,-73.6552140433051,49,26.64
1_16,45.4215162079877,-73.6518680049228,50,27.29
1_16,45.4221103654598,-73.6516779240011,51,27.36
1_16,45.4235596703529,-73.6512728902057,52,27.52
1_16,45.4241540968889,-73.6508783374448,53,27.6
1_16,45.424650512294,-73.6497423437871,54,27.7
1_16,45.4246696118794,-73.6488989911143,55,27.77
1_16,45.4240167088737,-73.6458048321178,56,28.02
1_16,45.4204811384693,-73.6301939269721,57,29.3
1_16,45.4232705922804,-73.6221370922332,58,30.0
1_16,45.4300860778957,-73.609742354716,59,31.24
1_16,45.4343665700418,-73.6031045184094,60,31.94
1_16,45.4346182167039,-73.6034500658318,61,31.98
1_16,45.4349773205027,-73.6043709655997,62,32.06
1_16,45.4351296626657,-73.6050614310179,63,32.12
1_15,45.4471342302546,-73.6044828698398,1,0.0
1_15,45.445281774439,-73.5926163728,2,0.95
1_15,45.4363485239314,-73.6005518334044,3,2.12
1_15,45.4343665700418,-73.6031045184094,4,2.42
1_15,45.4346182167039,-73.6034500658318,5,2.46
1_15,45.4349773205027,-73.6043709655997,6,2.54
1_15,45.4351296626657,-73.6050614310179,7,2.6
1_15,45.4370532627868,-73.6164917782274,8,3.52
1_15,45.4374477945086,-73.6178602340182,9,3.63
1_15,45.4384442861935,-73.620111930811,10,3.84
1_15,45.4394588671113,-73.6222359242759,11,4.04
1_15,45.4364768954428,-73.6254248611015,12,4.46
1_15,45.4324404735045,-73.6299658098053,13,5.03
1_15,45.430581164671,-73.634805226808,14,5.46
