route_id,service_id,trip_id,trip_headsign,direction_id,shape_id,trip_short_name
2,0102030405,2_2_4,Direction Montréal,0,2_2,924
2,0102030405,2_1_5,Direction Deux-Montagnes,1,2_1,929
2,0102030405,2_2_5,Direction Montréal,0,2_2,926
2,0102030405,2_1_6,Direction Deux-Montagnes,1,2_1,931
2,0102030405,2_2_6,Direction Montréal,0,2_2,928
2,0102030405,2_4_6,Direction Montréal,0,2_4,912
2,0102030405,2_1_7,Direction Deux-Montagnes,1,2_1,933
2,0102030405,2_4_7,Direction Montréal,0,2_4,914
2,0102030405,2_1_8,Direction Deux-Montagnes,1,2_1,935
2,0102030405,2_2_8,Direction Montréal,0,2_2,930
2,0102030405,2_1_9,Direction Deux-Montagnes,1,2_1,937
2,0102030405,2_2_9,Direction Montréal,0,2_2,932
2,0102030405,2_1_10,Direction Deux-Montagnes,1,2_1,939
2,0102030405,2_3_10,Direction Roxboro-Pierrefonds,1,2_3,915
2,0102030405,2_1_11,Direction Deux-Montagnes,1,2_1,941
2,0102030405,2_2_11,Direction Montréal,0,2_2,934
2,0102030405,2_1_12,Direction Deux-Montagnes,1,2_1,943
2,0102030405,2_2_12,Direction Montréal,0,2_2,936
2,0102030405,2_1_13,Direction Deux-Montagnes,1,2_1,945
2,0102030405,2_2_13,Direction Montréal,0,2_2,938
2,0102030405,2_1_14,Direction Deux-Montagnes,1,2_1,947
2,0102030405,2_2_14,Direction Montréal,0,2_2,940
2,0102030405,2_1_15,Direction Deux-Montagnes,1,2_1,949
2,0102030405,2_2_15,Direction Montréal,0,2_2,942
2,0102030405,2_1_16,Direction Deux-Montagnes,1,2_1,951
2,0102030405,2_2_16,Direction Montréal,0,2_2,944
2,0102030405,2_1_17,Direction Deux-Montagnes,1,2_1,953
2,0102030405,2_2_17,Direction Montréal,0,2_2,946
2,0102030405,2_1_18,Direction Deux-Montagnes,1,2_1,955
2,0102030405,2_2_18,Direction Montréal,0,2_2,950
2,0102030405,2_1_19,Direction Deux-Montagnes,1,2_1,957
2,0102030405,2_2_19,Direction Montréal,0,2_2,952
2,0102030405,2_1_20,Direction Deux-Montagnes,1,2_1,959
2,0102030405,2_2_20,Direction Montréal,0,2_2,954
2,0102030405,2_1_21,Direction Deux-Montagnes,1,2_1,961
2,0102030405,2_2_21,Direction Montréal,0,2_2,956
2,0102030405,2_1_22,Direction Deux-Montagnes,1,2_1,963
2,0102030405,2_2_22,Direction Montréal,0,2_2,960
2,0102030405,2_1_23,Direction Deux-Montagnes,1,2_1,965
2,0102030405,2_2_23,Direction Montréal,0,2_2,962
2,0102030405,2_1_24,Direction Deux-Montagnes,1,2_1,967
2,0102030405,2_2_24,Direction Montréal,0,2_2,964
2,0102030405,2_2_25,Direction Montréal,0,2_2,966
2,06,2_1_25,Direction Deux-Montagnes,1,2_1,971
2,06,2_1_26,Direction Deux-Montagnes,1,2_1,973
2,06,2_2_26,Direction Montréal,0,2_2,970
2,06,2_1_27,Direction Deux-Montagnes,1,2_1,975
2,06,2_2_27,Direction Montréal,0,2_2,972
2,06,2_1_28,Direction Deux-Montagnes,1,2_1,977
2,06,2_2_28,Direction Montréal,0,2_2,974
2,06,2_1_29,Direction Deux-Montagnes,1,2_1,979
2,06,2_2_29,Direction Montréal,0,2_2,976
2,06,2_1_30,Direction Deux-Montagnes,1,2_1,981
2,06,2_2_30,Direction Montréal,0,2_2,978
2,06,2_1_31,Direction Deux-Montagnes,1,2_1,983
2,06,2_2_31,Direction Montréal,0,2_2,980
2,06,2_1_32,Direction Deux-Montagnes,1,2_1,985
2,06,2_2_32,Direction Montréal,0,2_2,982
2,06,2_1_33,Direction Deux-Montagnes,1,2_1,987
2,06,2_2_33,Direction Montréal,0,2_2,984
2,06,2_1_34,Direction Deux-Montagnes,1,2_1,989
2,06,2_2_34,Direction Montréal,0,2_2,986
2,06,2_1_35,Direction Deux-Montagnes,1,2_1,991
2,06,2_2_35,Direction Montréal,0,2_2,988
2,06,2_2_36,Direction Montréal,0,2_2,990
2,07,2_1_36,Direction Deux-Montagnes,1,2_1,1001
2,07,2_1_37,Direction Deux-Montagnes,1,2_1,1003
2,07,2_2_37,Direction Montréal,0,2_2,1000
2,07,2_1_38,Direction Deux-Montagnes,1,2_1,1005
2,07,2_2_38,Direction Montréal,0,2_2,1002
2,07,2_1_39,Direction Deux-Montagnes,1,2_1,1007
2,07,2_2_39,Direction Montréal,0,2_2,1004
2,07,2_1_40,Direction Deux-Montagnes,1,2_1,1009
2,07,2_2_40,Direction Montréal,0,2_2,1006
2,07,2_1_41,Direction Deux-Montagnes,1,2_1,1011
2,07,2_2_41,Direction Montréal,0,2_2,1008
2,07,2_2_42,Direction Montréal,0,2_2,1010
3,0102030405,3_1_1,Direction Mont-Saint-Hilaire,1,3_1,808
3,0102030405,3_2_1,Direction Montréal,0,3_2,801
3,0102030405,3_1_2,Direction Mont-Saint-Hilaire,1,3_1,810
3,0102030405,3_2_2,Direction Montréal,0,3_2,803
3,0102030405,3_1_3,Direction Mont-Saint-Hilaire,1,3_1,812
3,0102030405,3_2_3,Direction Montréal,0,3_2,805
3,0102030405,3_1_4,Direction Mont-Saint-Hilaire,1,3_1,814
3,0102030405,3_2_4,Direction Montréal,0,3_2,807
3,0102030405,3_1_5,Direction Mont-Saint-Hilaire,1,3_1,816
3,0102030405,3_2_5,Direction Montréal,0,3_2,809
3,0102030405,3_1_6,Direction Mont-Saint-Hilaire,1,3_1,818
3,0102030405,3_2_6,Direction Montréal,0,3_2,811
3,0102030405,3_1_7,Direction Mont-Saint-Hilaire,1,3_1,820
3,0102030405,3_2_7,Direction Montréal,0,3_2,813
4,0102030405,4_1_1,Direction Saint-Jérôme,1,4_1,171
4,0102030405,4_2_1,Direction Montréal,0,4_2,170
4,0102030405,4_3_1,Direction Saint-Jérôme,1,4_3,173
4,0102030405,4_1_2,Direction Saint-Jérôme,1,4_1,179
4,0102030405,4_2_2,Direction Montréal,0,4_2,172
4,0102030405,4_3_2,Direction Saint-Jérôme,1,4_3,175
4,0102030405,4_1_3,Direction Saint-Jérôme,1,4_1,181
4,0102030405,4_2_3,Direction Montréal,0,4_2,174
4,0102030405,4_3_3,Direction Saint-Jérôme,1,4_3,177
4,0102030405,4_4_3,Direction Montréal,0,4_4,182
4,0102030405,4_1_4,Direction Saint-Jérôme,1,4_1,183
4,0102030405,4_2_4,Direction Montréal,0,4_2,176
4,0102030405,4_4_4,Direction Montréal,0,4_4,184
4,0102030405,4_1_5,Direction Saint-Jérôme,1,4_1,185
4,0102030405,4_2_5,Direction Montréal,0,4_2,178
4,0102030405,4_4_5,Direction Montréal,0,4_4,186
4,0102030405,4_1_6,Direction Saint-Jérôme,1,4_1,187
4,0102030405,4_2_6,Direction Montréal,0,4_2,180
4,0102030405,4_1_7,Direction Saint-Jérôme,1,4_1,189
4,0102030405,4_2_7,Direction Montréal,0,4_2,188
4,0102030405,4_1_8,Direction Saint-Jérôme,1,4_1,191
4,0102030405,4_2_8,Direction Montréal,0,4_2,190
4,0102030405,4_1_9,Direction Saint-Jérôme,1,4_1,193
4,0102030405,4_2_9,Direction Montréal,0,4_2,192
4,0102030405,4_1_10,Direction Saint-Jérôme,1,4_1,195
4,0102030405,4_2_10,Direction Montréal,0,4_2,194
4,0607,4_5_1,Direction Saint-Jérôme,1,4_5,201
4,0607,4_6_1,Direction Montréal,0,4_6,200
4,0607,4_5_2,Direction Saint-Jérôme,1,4_5,203
4,0607,4_6_2,Direction Montréal,0,4_6,202
4,0607,4_5_3,Direction Saint-Jérôme,1,4_5,205
4,0607,4_6_3,Direction Montréal,0,4_6,204
4,0607,4_5_4,Direction Saint-Jérôme,1,4_5,207
4,0607,4_6_4,Direction Montréal,0,4_6,206
4,0607,4_5_5,Direction Saint-Jérôme,1,4_5,209
4,0607,4_6_5,Direction Montréal,0,4_6,208
4,0607,4_5_6,Direction Saint-Jérôme,1,4_5,211
4,0607,4_6_6,Direction Montréal,0,4_6,210
5,0102030405,5_1_1,Direction Candiac,1,5_1,77
5,0102030405,5_2_1,Direction Montréal,0,5_2,70
5,0102030405,5_1_2,Direction Candiac,1,5_1,79
5,0102030405,5_2_2,Direction Montréal,0,5_2,72
5,0102030405,5_1_3,Direction Candiac,1,5_1,81
5,0102030405,5_2_3,Direction Montréal,0,5_2,74
5,0102030405,5_1_4,Direction Candiac,1,5_1,83
5,0102030405,5_2_4,Direction Montréal,0,5_2,76
5,0102030405,5_1_5,Direction Candiac,1,5_1,85
5,0102030405,5_2_5,Direction Montréal,0,5_2,78
5,0102030405,5_1_6,Direction Candiac,1,5_1,87
5,0102030405,5_2_6,Direction Montréal,0,5_2,80
5,0102030405,5_1_7,Direction Candiac,1,5_1,89
5,0102030405,5_2_7,Direction Montréal,0,5_2,82
5,0102030405,5_1_8,Direction Candiac,1,5_1,91
5,0102030405,5_2_8,Direction Montréal,0,5_2,84
5,0102030405,5_1_9,Direction Candiac,1,5_1,93
5,0102030405,5_2_9,Direction Montréal,0,5_2,86
6,0102030405,6_1_1,Direction Mascouche,1,6_1,1201
6,0102030405,6_2_1,Direction Montréal,0,6_2,1200
6,0102030405,6_1_2,Direction Mascouche,1,6_1,1203
6,0102030405,6_2_2,Direction Montréal,0,6_2,1202
6,0102030405,6_1_3,Direction Mascouche,1,6_1,1205
6,0102030405,6_2_3,Direction Montréal,0,6_2,1204
6,0102030405,6_1_4,Direction Mascouche,1,6_1,1207
6,0102030405,6_2_4,Direction Montréal,0,6_2,1206
6,0102030405,6_1_5,Direction Mascouche,1,6_1,1209
6,0102030405,6_2_5,Direction Montréal,0,6_2,1208
6,0102030405,6_1_6,Direction Mascouche,1,6_1,1211
6,0102030405,6_2_6,Direction Montréal,0,6_2,1210
6,0102030405,6_1_7,Direction Mascouche,1,6_1,1213
6,0102030405,6_2_7,Direction Montréal,0,6_2,1212
6,0102030405,6_1_8,Direction Mascouche,1,6_1,1215
6,0102030405,6_2_8,Direction Montréal,0,6_2,1214
1,08,1_10_18,Direction Montréal,0,1_10,60
1,08,1_10_19,Direction Montréal,0,1_10,62
1,08,1_10_20,Direction Montréal,0,1_10,64
1,08,1_9_19,Direction Vaudreuil,1,1_9,61
1,08,1_9_20,Direction Vaudreuil,1,1_9,63
1,08,1_9_21,Direction Vaudreuil,1,1_9,65
2,08,2_2_43,Direction Montréal,0,2_2,970
2,08,2_2_44,Direction Montréal,0,2_2,972
2,08,2_2_45,Direction Montréal,0,2_2,974
2,08,2_2_46,Direction Montréal,0,2_2,976
2,08,2_2_47,Direction Montréal,0,2_2,978
2,08,2_2_48,Direction Montréal,0,2_2,980
2,08,2_2_49,Direction Montréal,0,2_2,982
2,08,2_2_50,Direction Montréal,0,2_2,984
2,08,2_2_51,Direction Montréal,0,2_2,986
2,08,2_2_52,Direction Montréal,0,2_2,988
2,08,2_2_53,Direction Montréal,0,2_2,990
2,08,2_1_42,Direction Deux-Montagnes,1,2_1,971
2,08,2_1_43,Direction Deux-Montagnes,1,2_1,973
2,08,2_1_44,Direction Deux-Montagnes,1,2_1,975
2,08,2_1_45,Direction Deux-Montagnes,1,2_1,977
2,08,2_1_46,Direction Deux-Montagnes,1,2_1,979
2,08,2_1_47,Direction Deux-Montagnes,1,2_1,981
2,08,2_1_48,Direction Deux-Montagnes,1,2_1,983
2,08,2_1_49,Direction Deux-Montagnes,1,2_1,985
2,08,2_1_50,Direction Deux-Montagnes,1,2_1,987
2,08,2_1_51,Direction Deux-Montagnes,1,2_1,989
2,08,2_1_52,Direction Deux-Montagnes,1,2_1,991
4,08,4_5_13,Direction Saint-Jérôme,1,4_5,201
4,08,4_6_13,Direction Montréal,0,4_6,200
4,08,4_5_14,Direction Saint-Jérôme,1,4_5,203
4,08,4_6_14,Direction Montréal,0,4_6,202
4,08,4_5_15,Direction Saint-Jérôme,1,4_5,205
4,08,4_6_15,Direction Montréal,0,4_6,204
4,08,4_5_16,Direction Saint-Jérôme,1,4_5,207
4,08,4_6_16,Direction Montréal,0,4_6,206
4,08,4_5_17,Direction Saint-Jérôme,1,4_5,209
4,08,4_6_17,Direction Montréal,0,4_6,208
4,08,4_5_18,Direction Saint-Jérôme,1,4_5,211
4,08,4_6_18,Direction Montréal,0,4_6,210
