trip_id,arrival_time,departure_time,stop_id,stop_sequence,pickup_type,drop_off_type,timepoint,shape_dist_traveled
1_9_9,18:28:00,18:28:00,PCL2B,8,0,0,1,20.04
1_9_9,18:30:00,18:30:00,PCL1B,9,0,0,1,21.44
1_9_9,18:34:00,18:34:00,BEA2B,10,0,0,1,23.74
1_9_9,18:38:00,18:38:00,BEA1B,11,0,0,1,26.98
1_9_9,18:41:00,18:41:00,BUR1B,12,0,0,1,29.36
1_9_9,18:45:00,18:45:00,SAB1B,13,0,0,1,32.47
1_9_9,18:47:00,18:47:00,LIP1B,14,0,0,1,34.19
1_9_9,18:51:00,18:51:00,TVA1B,15,0,0,1,36.55
1_9_9,18:55:00,18:55:00,VAU1B,16,0,0,1,37.81
1_9_9,19:00:00,19:00:00,VAU8B,17,1,0,1,41.54
1_10_10,19:55:00,19:55:00,VAU8D,1,0,0,1,0
1_10_10,20:00:00,20:00:00,VAU1D,2,0,0,1,3.74
1_10_10,20:02:00,20:02:00,TVA1D,3,0,0,1,4.99
1_10_10,20:06:00,20:06:00,LIP1D,4,0,0,1,7.36
1_10_10,20:09:00,20:09:00,SAB1D,5,0,0,1,9.08
1_10_10,20:12:00,20:12:00,BUR1D,6,0,0,1,12.19
1_10_10,20:15:00,20:15:00,BEA1D,7,0,0,1,14.57
1_10_10,20:19:00,20:19:00,BEA2D,8,0,0,1,17.8
1_10_10,20:22:00,20:22:00,PCL1D,9,0,0,1,20.11
1_10_10,20:24:00,20:24:00,PCL2D,10,0,0,1,21.5
1_10_10,20:26:00,20:26:00,PCL3D,11,0,0,1,22.53
1_10_10,20:29:00,20:29:00,DVL1D,12,0,0,1,24.61
1_10_10,20:32:00,20:32:00,DVL2D,13,0,0,1,26.27
1_10_10,20:36:00,20:36:00,LCH1D,14,0,0,1,28.75
1_10_10,20:43:00,20:43:00,MTL1A,15,0,0,1,34.34
