shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
1_4,45.4596284611522,-74.1409350240092,1,0.00
1_4,45.4525447041893,-74.1283253408565,2,1.26
1_4,45.4462575417196,-74.1195753907624,3,2.24
1_4,45.4402539275354,-74.1064588840006,4,3.46
1_4,45.4374240883096,-74.1004595039184,5,4.03
1_4,45.4341300362245,-74.0954144247388,6,4.57
1_4,45.4283481751877,-74.0893983030334,7,5.36
1_4,45.424333344938,-74.0861873876114,8,5.88
1_4,45.4130367490679,-74.0744569234489,9,7.43
1_4,45.4120381968964,-74.0726070567309,10,7.61
1_4,45.4090485395032,-74.0639918320249,11,8.37
1_4,45.4020746339531,-74.0566541753615,12,9.33
1_4,45.4010119944999,-74.0549704104298,13,9.51
1_4,45.3989996709264,-74.0505567791293,14,9.92
1_4,45.3861752577178,-74.0221080447962,15,12.56
1_4,45.3857978287874,-74.0200230471652,16,12.73
1_4,45.3863907208218,-74.0082543463005,17,13.66
1_4,45.3871716083424,-73.9922728170067,18,14.91
1_4,45.3873250808923,-73.9900648658634,19,15.08
1_4,45.3880034867826,-73.9850263505148,20,15.49
1_4,45.3890116539696,-73.980692899987,21,15.84
1_4,45.3909258680365,-73.9748343586701,22,16.35
1_4,45.3934686146473,-73.9692360571231,23,16.87
1_4,45.3959228309534,-73.9654246607855,24,17.27
1_4,45.3980041662096,-73.9625550884482,25,17.60
1_4,45.401727690001,-73.9585617668454,26,18.12
1_4,45.4057484751933,-73.9544553355197,27,18.67
1_4,45.4067075732295,-73.9531344480273,28,18.81
1_4,45.4076060412765,-73.9512126079595,29,18.99
1_4,45.4090312947779,-73.9457433463724,30,19.45
1_4,45.4162254785036,-73.9257401551353,31,21.21
1_4,45.4199073950824,-73.9155583909618,32,22.11
1_4,45.4244980918277,-73.9025960306329,33,23.24
1_4,45.4255846592172,-73.8981055300739,34,23.61
1_4,45.4273946742413,-73.8872557173005,35,24.48
1_4,45.4316673516423,-73.8602543525269,36,26.65
1_4,45.4349736654937,-73.847391976023,37,27.72
1_4,45.4404595797778,-73.8271399679248,38,29.42
1_4,45.442414831553,-73.8198778299671,39,30.03
1_4,45.4437147127574,-73.8151681984421,40,30.42
1_4,45.4472468978668,-73.8034394320935,41,31.42
1_4,45.4486558862315,-73.7980392478731,42,31.87
1_4,45.4494688562197,-73.7933644257034,43,32.25
1_4,45.4497451835371,-73.7908728809287,44,32.45
1_4,45.4499407936433,-73.7882530550694,45,32.65
1_4,45.4495938997837,-73.7642548484703,46,34.53
1_4,45.4491999376701,-73.7431076525197,47,36.18
1_4,45.4486782577965,-73.7113237489741,48,38.67
1_4,45.4486231578361,-73.7070152529351,49,39.01
1_4,45.4497758736829,-73.6910004856016,50,40.27
1_4,45.4530383149763,-73.6708108164136,51,41.89
1_4,45.4530791938149,-73.6675123451849,52,42.15
1_4,45.4511928488723,-73.6522672505832,53,43.36
1_4,45.4509882388794,-73.650489615884,54,43.50
1_4,45.4510901644689,-73.6482397619826,55,43.67
1_4,45.451452297811,-73.6465403212521,56,43.81
1_4,45.4525174026753,-73.6439604846625,57,44.05
1_4,45.4536719903492,-73.6417387653488,58,44.26
1_4,45.4737620423281,-73.6030995911778,59,48.02
1_4,45.4759070859496,-73.5992535889025,60,48.40
1_4,45.4768263614733,-73.5975924222524,61,48.57
1_4,45.4776914284025,-73.5961613442898,62,48.72
1_4,45.4800794845254,-73.5919570506045,63,49.14
1_4,45.4836292963897,-73.5862958994159,64,49.73
1_4,45.4867731962734,-73.5816185093149,65,50.24
1_4,45.4895385185912,-73.5776053454072,66,50.68
1_4,45.4947620353203,-73.570805750666,67,51.46
1_5,45.4947620353203,-73.570805750666,1,0.00
1_5,45.4895385185912,-73.5776053454072,2,0.79
1_5,45.4867731962734,-73.5816185093149,3,1.23
1_5,45.4836292963897,-73.5862958994159,4,1.73
1_5,45.4800794845254,-73.5919570506045,5,2.32
1_5,45.4776914284025,-73.5961613442898,6,2.75
1_5,45.4768263614733,-73.5975924222524,7,2.89
1_5,45.4759070859496,-73.5992535889025,8,3.06
1_5,45.4737620423281,-73.6030995911778,9,3.44
1_5,45.4536719903492,-73.6417387653488,10,7.20
1_5,45.4525174026753,-73.6439604846625,11,7.42
1_5,45.451452297811,-73.6465403212521,12,7.65
1_5,45.4510901644689,-73.6482397619826,13,7.79
1_5,45.4509882388794,-73.650489615884,14,7.97
1_5,45.4511928488723,-73.6522672505832,15,8.11
1_5,45.4530791938149,-73.6675123451849,16,9.32
1_5,45.4530383149763,-73.6708108164136,17,9.58
1_5,45.4497758736829,-73.6910004856016,18,11.20
1_5,45.4486231578361,-73.7070152529351,19,12.45
1_5,45.4486782577965,-73.7113237489741,20,12.79
1_5,45.4491999376701,-73.7431076525197,21,15.28
1_5,45.4495938997837,-73.7642548484703,22,16.93
1_5,45.4499407936433,-73.7882530550694,23,18.81
1_5,45.4497451835371,-73.7908728809287,24,19.02
1_5,45.4494688562197,-73.7933644257034,25,19.21
1_5,45.4486558862315,-73.7980392478731,26,19.59
1_5,45.4472468978668,-73.8034394320935,27,20.04
1_5,45.4437147127574,-73.8151681984421,28,21.04
1_5,45.442414831553,-73.8198778299671,29,21.44
1_5,45.4404595797778,-73.8271399679248,30,22.04
1_5,45.4349736654937,-73.847391976023,31,23.74
1_5,45.4316673516423,-73.8602543525269,32,24.81
1_5,45.4273946742413,-73.8872557173005,33,26.98
1_5,45.4255846592172,-73.8981055300739,34,27.85
1_5,45.4244980918277,-73.9025960306329,35,28.22
1_5,45.4199073950824,-73.9155583909618,36,29.36
1_5,45.4162254785036,-73.9257401551353,37,30.25
1_5,45.4090312947779,-73.9457433463724,38,32.01
1_5,45.4076060412765,-73.9512126079595,39,32.47
1_5,45.4067075732295,-73.9531344480273,40,32.65
1_5,45.4057484751933,-73.9544553355197,41,32.80
1_5,45.401727690001,-73.9585617668454,42,33.35
1_5,45.3980041662096,-73.9625550884482,43,33.87
1_5,45.3959228309534,-73.9654246607855,44,34.19
1_5,45.3934686146473,-73.9692360571231,45,34.59
1_5,45.3909258680365,-73.9748343586701,46,35.11
1_5,45.3890116539696,-73.980692899987,47,35.62
1_5,45.3880034867826,-73.9850263505148,48,35.98
1_5,45.3873250808923,-73.9900648658634,49,36.38
1_5,45.3871716083424,-73.9922728170067,50,36.55
1_5,45.3863907208218,-74.0082543463005,51,37.81
1_5,45.3857978287874,-74.0200230471652,52,38.73
1_5,45.3861752577178,-74.0221080447962,53,38.90
1_5,45.3989996709264,-74.0505567791293,54,41.54
1_6,45.4349736654937,-73.847391976023,1,0.00
1_6,45.4404595797778,-73.8271399679248,2,1.70
1_6,45.442414831553,-73.8198778299671,3,2.31
1_6,45.4437147127574,-73.8151681984421,4,2.70
1_6,45.4472468978668,-73.8034394320935,5,3.70
1_6,45.4486558862315,-73.7980392478731,6,4.15
1_6,45.4494688562197,-73.7933644257034,7,4.53
1_6,45.4497451835371,-73.7908728809287,8,4.72
1_6,45.4499407936433,-73.7882530550694,9,4.93
1_6,45.4495938997837,-73.7642548484703,10,6.81
1_6,45.4491999376701,-73.7431076525197,11,8.46
1_6,45.4486782577965,-73.7113237489741,12,10.95
1_6,45.4486231578361,-73.7070152529351,13,11.29
1_6,45.4497758736829,-73.6910004856016,14,12.55
1_6,45.4530383149763,-73.6708108164136,15,14.17
1_6,45.4530791938149,-73.6675123451849,16,14.42
1_6,45.4511928488723,-73.6522672505832,17,15.63
1_6,45.4509882388794,-73.650489615884,18,15.78
1_6,45.4510901644689,-73.6482397619826,19,15.95
1_6,45.451452297811,-73.6465403212521,20,16.09
1_6,45.4525174026753,-73.6439604846625,21,16.32
1_6,45.4536719903492,-73.6417387653488,22,16.54
1_6,45.4737620423281,-73.6030995911778,23,20.30
1_6,45.4759070859496,-73.5992535889025,24,20.68
1_6,45.4768263614733,-73.5975924222524,25,20.85
1_6,45.4776914284025,-73.5961613442898,26,20.99
1_6,45.4800794845254,-73.5919570506045,27,21.42
1_6,45.4836292963897,-73.5862958994159,28,22.01
1_6,45.4867731962734,-73.5816185093149,29,22.52
1_6,45.4895385185912,-73.5776053454072,30,22.95
1_6,45.4947620353203,-73.570805750666,31,23.74
1_7,45.4947620353203,-73.570805750666,1,0.00
1_7,45.4895385185912,-73.5776053454072,2,0.79
1_7,45.4867731962734,-73.5816185093149,3,1.23
1_7,45.4836292963897,-73.5862958994159,4,1.73
1_7,45.4800794845254,-73.5919570506045,5,2.32
1_7,45.4776914284025,-73.5961613442898,6,2.75
1_7,45.4768263614733,-73.5975924222524,7,2.89
1_7,45.4759070859496,-73.5992535889025,8,3.06
1_7,45.4737620423281,-73.6030995911778,9,3.44
1_7,45.4536719903492,-73.6417387653488,10,7.20
1_7,45.4525174026753,-73.6439604846625,11,7.42
1_7,45.451452297811,-73.6465403212521,12,7.65
1_7,45.4510901644689,-73.6482397619826,13,7.79
1_7,45.4509882388794,-73.650489615884,14,7.97
1_7,45.4511928488723,-73.6522672505832,15,8.11
1_7,45.4530791938149,-73.6675123451849,16,9.32
1_7,45.4530383149763,-73.6708108164136,17,9.58
1_7,45.4497758736829,-73.6910004856016,18,11.20
1_7,45.4486231578361,-73.7070152529351,19,12.45
1_7,45.4486782577965,-73.7113237489741,20,12.79
1_7,45.4491999376701,-73.7431076525197,21,15.28
1_7,45.4495938997837,-73.7642548484703,22,16.93
1_7,45.4499407936433,-73.7882530550694,23,18.81
1_7,45.4497451835371,-73.7908728809287,24,19.02
1_7,45.4494688562197,-73.7933644257034,25,19.21
1_7,45.4486558862315,-73.7980392478731,26,19.59
1_7,45.4472468978668,-73.8034394320935,27,20.04
1_7,45.4437147127574,-73.8151681984421,28,21.04
1_7,45.442414831553,-73.8198778299671,29,21.44
1_7,45.4404595797778,-73.8271399679248,30,22.04
1_7,45.4349736654937,-73.847391976023,31,23.74
1_7,45.4316673516423,-73.8602543525269,32,24.81
1_7,45.4273946742413,-73.8872557173005,33,26.98
1_7,45.4255846592172,-73.8981055300739,34,27.85
1_7,45.4244980918277,-73.9025960306329,35,28.22
1_7,45.4199073950824,-73.9155583909618,36,29.36
1_7,45.4162254785036,-73.9257401551353,37,30.25
1_7,45.4090312947779,-73.9457433463724,38,32.01
1_7,45.4076060412765,-73.9512126079595,39,32.47
1_7,45.4067075732295,-73.9531344480273,40,32.65
1_7,45.4057484751933,-73.9544553355197,41,32.80
1_7,45.401727690001,-73.9585617668454,42,33.35
1_7,45.3980041662096,-73.9625550884482,43,33.87
1_7,45.3959228309534,-73.9654246607855,44,34.19
1_7,45.3934686146473,-73.9692360571231,45,34.59
1_7,45.3909258680365,-73.9748343586701,46,35.11
1_7,45.3890116539696,-73.980692899987,47,35.62
1_7,45.3880034867826,-73.9850263505148,48,35.98
1_7,45.3873250808923,-73.9900648658634,49,36.38
1_7,45.3871716083424,-73.9922728170067,50,36.55
1_7,45.3863907208218,-74.0082543463005,51,37.81
1_7,45.3857978287874,-74.0200230471652,52,38.73
1_7,45.3861752577178,-74.0221080447962,53,38.90
1_7,45.3989996709264,-74.0505567791293,54,41.54
1_7,45.4010119944999,-74.0549704104298,55,41.96
1_7,45.4020746339531,-74.0566541753615,56,42.13
1_7,45.4090485395032,-74.0639918320249,57,43.10
1_7,45.4120381968964,-74.0726070567309,58,43.85
1_7,45.4130367490679,-74.0744569234489,59,44.03
1_7,45.424333344938,-74.0861873876114,60,45.59
1_7,45.4283481751877,-74.0893983030334,61,46.10
1_7,45.4341300362245,-74.0954144247388,62,46.90
1_7,45.4374240883096,-74.1004595039184,63,47.43
1_7,45.4402539275354,-74.1064588840006,64,48.00
1_7,45.4462575417196,-74.1195753907624,65,49.22
1_7,45.4525447041893,-74.1283253408565,66,50.20
1_7,45.4596284611522,-74.1409350240092,67,51.46
1_8,45.3989996709264,-74.0505567791293,1,0.00
1_8,45.3861752577178,-74.0221080447962,2,2.64
1_8,45.3857978287874,-74.0200230471652,3,2.81
1_8,45.3863907208218,-74.0082543463005,4,3.74
1_8,45.3871716083424,-73.9922728170067,5,4.99
1_8,45.3873250808923,-73.9900648658634,6,5.17
1_8,45.3880034867826,-73.9850263505148,7,5.57
1_8,45.3890116539696,-73.980692899987,8,5.92
1_8,45.3909258680365,-73.9748343586701,9,6.43
1_8,45.3934686146473,-73.9692360571231,10,6.95
1_8,45.3959228309534,-73.9654246607855,11,7.36
1_8,45.3980041662096,-73.9625550884482,12,7.68
1_8,45.401727690001,-73.9585617668454,13,8.20
1_8,45.4057484751933,-73.9544553355197,14,8.75
1_8,45.4067075732295,-73.9531344480273,15,8.90
1_8,45.4076060412765,-73.9512126079595,16,9.08
1_8,45.4090312947779,-73.9457433463724,17,9.53
1_8,45.4162254785036,-73.9257401551353,18,11.29
1_8,45.4199073950824,-73.9155583909618,19,12.19
1_8,45.4244980918277,-73.9025960306329,20,13.32
1_8,45.4255846592172,-73.8981055300739,21,13.69
1_8,45.4273946742413,-73.8872557173005,22,14.57
1_8,45.4316673516423,-73.8602543525269,23,16.73
1_8,45.4349736654937,-73.847391976023,24,17.80
1_8,45.4404595797778,-73.8271399679248,25,19.50
1_8,45.442414831553,-73.8198778299671,26,20.11
1_8,45.4437147127574,-73.8151681984421,27,20.50
1_8,45.4472468978668,-73.8034394320935,28,21.50
1_8,45.4486558862315,-73.7980392478731,29,21.95
1_8,45.4494688562197,-73.7933644257034,30,22.33
1_8,45.4497451835371,-73.7908728809287,31,22.53
1_8,45.4499407936433,-73.7882530550694,32,22.73
1_8,45.4495938997837,-73.7642548484703,33,24.61
1_8,45.4491999376701,-73.7431076525197,34,26.27
1_8,45.4486782577965,-73.7113237489741,35,28.75
1_8,45.4486231578361,-73.7070152529351,36,29.09
1_8,45.4497758736829,-73.6910004856016,37,30.35
1_8,45.4530383149763,-73.6708108164136,38,31.97
1_8,45.4530791938149,-73.6675123451849,39,32.23
1_8,45.4511928488723,-73.6522672505832,40,33.44
1_8,45.4509882388794,-73.650489615884,41,33.58
1_8,45.4510901644689,-73.6482397619826,42,33.75
1_8,45.451452297811,-73.6465403212521,43,33.89
1_8,45.4525174026753,-73.6439604846625,44,34.13
1_8,45.4536719903492,-73.6417387653488,45,34.34
1_8,45.4737620423281,-73.6030995911778,46,38.10
1_8,45.4759070859496,-73.5992535889025,47,38.48
1_8,45.4768263614733,-73.5975924222524,48,38.65
1_8,45.4776914284025,-73.5961613442898,49,38.80
1_8,45.4800794845254,-73.5919570506045,50,39.22
1_8,45.4836292963897,-73.5862958994159,51,39.81
1_8,45.4867731962734,-73.5816185093149,52,40.32
1_8,45.4895385185912,-73.5776053454072,53,40.76
1_8,45.4947620353203,-73.570805750666,54,41.54
1_9,45.4947620353203,-73.570805750666,1,0.00
1_9,45.4895385185912,-73.5776053454072,2,0.79
1_9,45.4867731962734,-73.5816185093149,3,1.23
1_9,45.4836292963897,-73.5862958994159,4,1.73
1_9,45.4800794845254,-73.5919570506045,5,2.32
1_9,45.4776914284025,-73.5961613442898,6,2.75
1_9,45.4768263614733,-73.5975924222524,7,2.89
1_9,45.4759070859496,-73.5992535889025,8,3.06
1_9,45.4737620423281,-73.6030995911778,9,3.44
1_9,45.4536719903492,-73.6417387653488,10,7.20
1_9,45.4525174026753,-73.6439604846625,11,7.42
1_9,45.451452297811,-73.6465403212521,12,7.65
1_9,45.4510901644689,-73.6482397619826,13,7.79
1_9,45.4509882388794,-73.650489615884,14,7.97
1_9,45.4511928488723,-73.6522672505832,15,8.11
1_9,45.4530791938149,-73.6675123451849,16,9.32
1_9,45.4530383149763,-73.6708108164136,17,9.58
1_9,45.4497758736829,-73.6910004856016,18,11.20
1_9,45.4486231578361,-73.7070152529351,19,12.45
1_9,45.4486782577965,-73.7113237489741,20,12.79
1_9,45.4491999376701,-73.7431076525197,21,15.28
1_9,45.4495938997837,-73.7642548484703,22,16.93
1_9,45.4499407936433,-73.7882530550694,23,18.81
1_9,45.4497451835371,-73.7908728809287,24,19.02
1_9,45.4494688562197,-73.7933644257034,25,19.21
1_9,45.4486558862315,-73.7980392478731,26,19.59
1_9,45.4472468978668,-73.8034394320935,27,20.04
1_9,45.4437147127574,-73.8151681984421,28,21.04
1_9,45.442414831553,-73.8198778299671,29,21.44
1_9,45.4404595797778,-73.8271399679248,30,22.04
1_9,45.4349736654937,-73.847391976023,31,23.74
1_9,45.4316673516423,-73.8602543525269,32,24.81
1_9,45.4273946742413,-73.8872557173005,33,26.98
1_9,45.4255846592172,-73.8981055300739,34,27.85
1_9,45.4244980918277,-73.9025960306329,35,28.22
1_9,45.4199073950824,-73.9155583909618,36,29.36
1_9,45.4162254785036,-73.9257401551353,37,30.25
1_9,45.4090312947779,-73.9457433463724,38,32.01
1_9,45.4076060412765,-73.9512126079595,39,32.47
1_9,45.4067075732295,-73.9531344480273,40,32.65
1_9,45.4057484751933,-73.9544553355197,41,32.80
1_9,45.401727690001,-73.9585617668454,42,33.35
1_9,45.3980041662096,-73.9625550884482,43,33.87
1_9,45.3959228309534,-73.9654246607855,44,34.19
1_9,45.3934686146473,-73.9692360571231,45,34.59
1_9,45.3909258680365,-73.9748343586701,46,35.11
1_9,45.3890116539696,-73.980692899987,47,35.62
1_9,45.3880034867826,-73.9850263505148,48,35.98
1_9,45.3873250808923,-73.9900648658634,49,36.38
1_9,45.3871716083424,-73.9922728170067,50,36.55
1_9,45.3863907208218,-74.0082543463005,51,37.81
1_9,45.3857978287874,-74.0200230471652,52,38.73
1_9,45.3861752577178,-74.0221080447962,53,38.90
1_9,45.3989996709264,-74.0505567791293,54,41.54
2_1,45.4999926193153,-73.5666664467233,1,0.00
2_1,45.5031828845284,-73.5734779956612,2,0.64
2_1,45.5038829500093,-73.5762430031764,3,0.87
2_1,45.5100797715506,-73.6126365062944,4,3.80
2_1,45.5138896215388,-73.6343512314225,5,5.54
2_1,45.5169003007672,-73.6448157466987,6,6.43
2_1,45.5229456574568,-73.6658250042572,7,8.20
2_1,45.5249599470795,-73.6728077522494,8,8.79
2_1,45.5286287485356,-73.685890191103,9,9.89
2_1,45.5289392838813,-73.6885797234517,10,10.10
2_1,45.528907990404,-73.6911657075008,11,10.31
2_1,45.528752394196,-73.692727071232,12,10.43
2_1,45.5283892046417,-73.6946461761046,13,10.58
2_1,45.5254321754301,-73.7030082443063,14,11.32
2_1,45.5230083856647,-73.7097712986331,15,11.91
2_1,45.5068556605325,-73.7543486940413,16,15.83
2_1,45.5044361324595,-73.7618495618951,17,16.47
2_1,45.503788386239,-73.765685576514,18,16.78
2_1,45.5026215458827,-73.775827681528,19,17.58
2_1,45.5024830392202,-73.7772857981478,20,17.70
2_1,45.5025756856399,-73.7798839324183,21,17.90
2_1,45.5034295451525,-73.7839319029124,22,18.23
2_1,45.5090871224706,-73.8091338677806,23,20.30
2_1,45.5123311874194,-73.8237037062302,24,21.49
2_1,45.5145058164712,-73.8432220861472,25,23.04
2_1,45.5149759331155,-73.845477614088,26,23.22
2_1,45.5155840522969,-73.8467228769808,27,23.34
2_1,45.5193470266457,-73.8520708934612,28,23.93
2_1,45.522016997706,-73.8557997953835,29,24.35
2_1,45.5231789646909,-73.8583033387061,30,24.58
2_1,45.5235131614417,-73.8607632902405,31,24.78
2_1,45.5234974324605,-73.8628881880326,32,24.94
2_1,45.5234138500019,-73.8693138409522,33,25.44
2_1,45.5238112966829,-73.8716206693926,34,25.63
2_1,45.5246144536435,-73.8736741892299,35,25.81
2_1,45.5364855403114,-73.8865313409222,36,27.47
2_1,45.5376121850531,-73.8886389812954,37,27.68
2_1,45.538056330686,-73.8903322348142,38,27.82
2_1,45.5405846246832,-73.9007986685646,39,28.68
2_1,45.5417716856557,-73.9035602516855,40,28.94
2_1,45.5449170123823,-73.909768081838,41,29.53
2_1,45.5459573384475,-73.9132333393944,42,29.83
2_2,45.5459573384475,-73.9132333393944,1,0.00
2_2,45.5449170123823,-73.909768081838,2,0.29
2_2,45.5417716856557,-73.9035602516855,3,0.89
2_2,45.5405846246832,-73.9007986685646,4,1.14
2_2,45.538056330686,-73.8903322348142,5,2.01
2_2,45.5376121850531,-73.8886389812954,6,2.15
2_2,45.5364855403114,-73.8865313409222,7,2.36
2_2,45.5246144536435,-73.8736741892299,8,4.02
2_2,45.5238112966829,-73.8716206693926,9,4.20
2_2,45.5234138500019,-73.8693138409522,10,4.38
2_2,45.5234974324605,-73.8628881880326,11,4.89
2_2,45.5235131614417,-73.8607632902405,12,5.05
2_2,45.5231789646909,-73.8583033387061,13,5.25
2_2,45.522016997706,-73.8557997953835,14,5.48
2_2,45.5193470266457,-73.8520708934612,15,5.90
2_2,45.5155840522969,-73.8467228769808,16,6.49
2_2,45.5149759331155,-73.845477614088,17,6.61
2_2,45.5145058164712,-73.8432220861472,18,6.79
2_2,45.5123311874194,-73.8237037062302,19,8.34
2_2,45.5090871224706,-73.8091338677806,20,9.53
2_2,45.5034295451525,-73.7839319029124,21,11.60
2_2,45.5025756856399,-73.7798839324183,22,11.93
2_2,45.5024830392202,-73.7772857981478,23,12.13
2_2,45.5026215458827,-73.775827681528,24,12.25
2_2,45.503788386239,-73.765685576514,25,13.05
2_2,45.5044361324595,-73.7618495618951,26,13.36
2_2,45.5068556605325,-73.7543486940413,27,14.00
2_2,45.5230083856647,-73.7097712986331,28,17.92
2_2,45.5254321754301,-73.7030082443063,29,18.51
2_2,45.5283892046417,-73.6946461761046,30,19.24
2_2,45.528752394196,-73.692727071232,31,19.40
2_2,45.528907990404,-73.6911657075008,32,19.52
2_2,45.5289392838813,-73.6885797234517,33,19.72
2_2,45.5286287485356,-73.685890191103,34,19.94
2_2,45.5249599470795,-73.6728077522494,35,21.04
2_2,45.5229456574568,-73.6658250042572,36,21.63
2_2,45.5169003007672,-73.6448157466987,37,23.40
2_2,45.5138896215388,-73.6343512314225,38,24.28
2_2,45.5100797715506,-73.6126365062944,39,26.03
2_2,45.5038829500093,-73.5762430031764,40,28.96
2_2,45.5031828845284,-73.5734779956612,41,29.19
2_2,45.4999926193153,-73.5666664467233,42,29.83
2_3,45.4999926193153,-73.5666664467233,1,0.00
2_3,45.5031828845284,-73.5734779956612,2,0.64
2_3,45.5038829500093,-73.5762430031764,3,0.87
2_3,45.5100797715506,-73.6126365062944,4,3.80
2_3,45.5138896215388,-73.6343512314225,5,5.54
2_3,45.5169003007672,-73.6448157466987,6,6.43
2_3,45.5229456574568,-73.6658250042572,7,8.20
2_3,45.5249599470795,-73.6728077522494,8,8.79
2_3,45.5286287485356,-73.685890191103,9,9.89
2_3,45.5289392838813,-73.6885797234517,10,10.10
2_3,45.528907990404,-73.6911657075008,11,10.31
2_3,45.528752394196,-73.692727071232,12,10.43
2_3,45.5283892046417,-73.6946461761046,13,10.58
2_3,45.5254321754301,-73.7030082443063,14,11.32
2_3,45.5230083856647,-73.7097712986331,15,11.91
2_3,45.5068556605325,-73.7543486940413,16,15.83
2_3,45.5044361324595,-73.7618495618951,17,16.47
2_3,45.503788386239,-73.765685576514,18,16.78
2_3,45.5026215458827,-73.775827681528,19,17.58
2_3,45.5024830392202,-73.7772857981478,20,17.70
2_3,45.5025756856399,-73.7798839324183,21,17.90
2_3,45.5034295451525,-73.7839319029124,22,18.23
