shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
12_2,45.4458950254852,-73.302250072446,35,6.44
12_2,45.4439344199136,-73.3028705152349,36,6.66
12_2,45.4412004468142,-73.3037875985944,37,6.97
12_2,45.438754263234,-73.3046141260239,38,7.25
12_2,45.4357144119197,-73.3055832163503,39,7.60
12_2,45.4327008093103,-73.3061175703396,40,7.94
12_2,45.4317644669686,-73.3058268262733,41,8.04
12_2,45.4323451051122,-73.3033326243715,42,8.25
12_2,45.4325885041253,-73.3035873914643,43,8.28
13_2,45.4325885041253,-73.3035873914643,1,0.00
13_2,45.4323451051122,-73.3033326243715,2,0.03
13_2,45.4337103283388,-73.296732950237,3,0.57
13_2,45.4341203943715,-73.2945714943359,4,0.75
13_2,45.4348531315739,-73.2917314239409,5,0.98
13_2,45.4362728112026,-73.2905886521189,6,1.16
13_2,45.4390516720529,-73.2896708452018,7,1.48
13_2,45.4407603442069,-73.2891020680441,8,1.68
13_2,45.4403142643704,-73.2863299561614,9,1.90
13_2,45.4402132917433,-73.2852694026598,10,1.98
13_2,45.4402470930324,-73.2841060803672,11,2.07
13_2,45.4402277166968,-73.283377560421,12,2.13
13_2,45.4396726808998,-73.2801713463873,13,2.39
13_2,45.4394726680218,-73.2791112023272,14,2.48
13_2,45.4384550250728,-73.2786933686896,15,2.59
13_2,45.4345792280322,-73.280024968728,16,3.04
13_2,45.4353620578114,-73.2847254271456,17,3.41
13_2,45.4354989813626,-73.2857601902536,18,3.50
13_2,45.4347345662145,-73.2860059237387,19,3.58
13_2,45.4305977243326,-73.2873379151189,20,4.06
13_2,45.4313625122131,-73.2921787943757,21,4.44
13_2,45.4320350147327,-73.2958443292896,22,4.74
13_2,45.4303176033904,-73.2965789872535,23,4.94
13_2,45.4303641401904,-73.2974478683349,24,5.01
13_2,45.4303116644336,-73.2983043233682,25,5.07
13_2,45.4300350055939,-73.2996088735411,26,5.18
13_2,45.4300990248659,-73.3001965298265,27,5.23
13_2,45.4302996639719,-73.3017294347201,28,5.35
13_2,45.4317654848645,-73.3011875239553,29,5.52
13_2,45.4318462264846,-73.3010466554581,30,5.53
13_2,45.4319978402337,-73.3002665128722,31,5.60
13_2,45.4328367468858,-73.2963271044945,32,5.92
13_2,45.4320350147327,-73.2958443292896,33,6.01
13_2,45.4313625122131,-73.2921787943757,34,6.31
13_2,45.4335752076259,-73.2916594393967,35,6.56
13_2,45.4344384784458,-73.291336736905,36,6.66
13_2,45.4348531315739,-73.2917314239409,37,6.71
13_2,45.4341203943715,-73.2945714943359,38,6.95
13_2,45.4337103283388,-73.296732950237,39,7.13
13_2,45.4323451051122,-73.3033326243715,40,7.66
13_2,45.4325885041253,-73.3035873914643,41,7.70
14_1,45.4325885041253,-73.3035873914643,1,0.00
14_1,45.4323451051122,-73.3033326243715,2,0.03
14_1,45.4337103283388,-73.296732950237,3,0.57
14_1,45.4341203943715,-73.2945714943359,4,0.75
14_1,45.4348531315739,-73.2917314239409,5,0.98
14_1,45.4362728112026,-73.2905886521189,6,1.16
14_1,45.4390516720529,-73.2896708452018,7,1.48
14_1,45.4407603442069,-73.2891020680441,8,1.68
14_1,45.4442406437945,-73.28795139105,9,2.07
14_1,45.4457964745865,-73.2874597850687,10,2.25
14_1,45.4478289585879,-73.2868257329677,11,2.48
14_1,45.4470401807139,-73.2836838679062,12,2.74
14_1,45.4475342214227,-73.2785300282685,13,3.15
14_1,45.448311347719,-73.2755866270958,14,3.40
14_1,45.4480547710096,-73.2732481512942,15,3.58
14_1,45.4480093471485,-73.2730310034956,16,3.60
14_1,45.4471956862201,-73.2711294622541,17,3.77
14_1,45.4467168434467,-73.2701726126343,18,3.86
14_1,45.4457587965515,-73.2680927766296,19,4.06
14_1,45.4445295785331,-73.2654388826033,20,4.31
14_1,45.4435079263339,-73.2631038110743,21,4.52
14_1,45.4426491345848,-73.2612155367786,22,4.70
14_1,45.44176350476,-73.2594169126972,23,4.87
14_1,45.4410693303286,-73.258806301139,24,4.96
14_1,45.4429297925282,-73.2535445776348,25,5.42
14_1,45.4434574638103,-73.2520466599779,26,5.55
14_1,45.4438678005451,-73.2503958334317,27,5.69
14_1,45.4439450868176,-73.2487081117907,28,5.82
14_1,45.4416861129816,-73.2485519654775,29,6.07
14_1,45.4420584194878,-73.2460065420127,30,6.28
14_1,45.4373240726486,-73.2455037334509,31,6.80
14_1,45.4395381737169,-73.2457110772339,32,7.05
14_1,45.4420584194878,-73.2460065420127,33,7.33
14_1,45.4433904155369,-73.2461028295022,34,7.48
14_1,45.4439450868176,-73.2487081117907,35,7.69
14_1,45.4438678005451,-73.2503958334317,36,7.83
14_1,45.4434574638103,-73.2520466599779,37,7.96
14_1,45.4425094519493,-73.2547479969972,38,8.20
14_1,45.4410693303286,-73.258806301139,39,8.55
14_1,45.4400060425318,-73.2624026573369,40,8.86
14_1,45.4396587847286,-73.2641808433806,41,9.00
14_1,45.4402147633719,-73.2676297605811,42,9.28
14_1,45.4420135506923,-73.2716361604999,43,9.65
14_1,45.4386140969004,-73.272634086494,44,10.04
14_1,45.4337138086952,-73.274609238794,45,10.60
14_1,45.4341146070613,-73.2770871511541,46,10.80
14_1,45.4345792280322,-73.280024968728,47,11.04
14_1,45.4353620578114,-73.2847254271456,48,11.42
14_1,45.4361631621998,-73.289681576126,49,11.81
14_1,45.4362728112026,-73.2905886521189,50,11.89
14_1,45.4348531315739,-73.2917314239409,51,12.07
14_1,45.4341203943715,-73.2945714943359,52,12.30
14_1,45.4337103283388,-73.296732950237,53,12.48
14_1,45.4323451051122,-73.3033326243715,54,13.02
14_1,45.4325885041253,-73.3035873914643,55,13.05
14_2,45.4373240726486,-73.2455037334509,1,0.00
14_2,45.4395381737169,-73.2457110772339,2,0.25
14_2,45.4420584194878,-73.2460065420127,3,0.53
14_2,45.4433904155369,-73.2461028295022,4,0.68
14_2,45.4439450868176,-73.2487081117907,5,0.89
14_2,45.4438678005451,-73.2503958334317,6,1.02
14_2,45.4434574638103,-73.2520466599779,7,1.16
14_2,45.4425094519493,-73.2547479969972,8,1.39
14_2,45.4410693303286,-73.258806301139,9,1.75
14_2,45.44176350476,-73.2594169126972,10,1.84
14_2,45.4426491345848,-73.2612155367786,11,2.01
14_2,45.4435079263339,-73.2631038110743,12,2.19
14_2,45.4445295785331,-73.2654388826033,13,2.40
14_2,45.4457587965515,-73.2680927766296,14,2.65
14_2,45.4467168434467,-73.2701726126343,15,2.85
14_2,45.4471956862201,-73.2711294622541,16,2.94
14_2,45.4480547710096,-73.2732481512942,17,3.13
14_2,45.448311347719,-73.2755866270958,18,3.31
14_2,45.4475342214227,-73.2785300282685,19,3.56
14_2,45.4470401807139,-73.2836838679062,20,3.97
14_2,45.4478289585879,-73.2868257329677,21,4.23
14_2,45.4457964745865,-73.2874597850687,22,4.46
14_2,45.4442406437945,-73.28795139105,23,4.64
14_2,45.4407603442069,-73.2891020680441,24,5.03
14_2,45.4390516720529,-73.2896708452018,25,5.23
14_2,45.4362728112026,-73.2905886521189,26,5.55
14_2,45.4348531315739,-73.2917314239409,27,5.73
14_2,45.4337103283388,-73.296732950237,28,6.14
14_2,45.4323451051122,-73.3033326243715,29,6.68
14_2,45.4325885041253,-73.3035873914643,30,6.71
14_4,45.4325885041253,-73.3035873914643,1,0.00
14_4,45.4323451051122,-73.3033326243715,2,0.03
14_4,45.4337103283388,-73.296732950237,3,0.57
14_4,45.4341203943715,-73.2945714943359,4,0.75
14_4,45.4348531315739,-73.2917314239409,5,0.98
14_4,45.4362728112026,-73.2905886521189,6,1.16
14_4,45.4354989813626,-73.2857601902536,7,1.55
14_4,45.4345792280322,-73.280024968728,8,2.01
14_4,45.4341146070613,-73.2770871511541,9,2.25
14_4,45.4337138086952,-73.274609238794,10,2.45
14_4,45.4386140969004,-73.272634086494,11,3.01
14_4,45.4420135506923,-73.2716361604999,12,3.40
14_4,45.4402147633719,-73.2676297605811,13,3.77
14_4,45.4396587847286,-73.2641808433806,14,4.05
14_4,45.4400060425318,-73.2624026573369,15,4.19
14_4,45.4404699845036,-73.2604961320214,16,4.35
14_4,45.4405494943102,-73.2597927624646,17,4.41
14_4,45.4404940230387,-73.2590899653763,18,4.46
14_4,45.4407357395419,-73.2585009433843,19,4.51
14_4,45.4410693303286,-73.258806301139,20,4.56
14_4,45.4429297925282,-73.2535445776348,21,5.02
14_4,45.4434574638103,-73.2520466599779,22,5.15
14_4,45.4438678005451,-73.2503958334317,23,5.29
14_4,45.4439450868176,-73.2487081117907,24,5.42
14_4,45.4431442539823,-73.2487244501556,25,5.51
14_4,45.4416861129816,-73.2485519654775,26,5.67
14_4,45.4420584194878,-73.2460065420127,27,5.87
14_4,45.4395381737169,-73.2457110772339,28,6.16
14_4,45.4373240726486,-73.2455037334509,29,6.40
14_4,45.4395381737169,-73.2457110772339,30,6.65
14_4,45.4420584194878,-73.2460065420127,31,6.93
14_4,45.4433904155369,-73.2461028295022,32,7.08
14_4,45.4439450868176,-73.2487081117907,33,7.29
14_4,45.4438678005451,-73.2503958334317,34,7.42
14_4,45.4434574638103,-73.2520466599779,35,7.56
14_4,45.4425094519493,-73.2547479969972,36,7.80
14_4,45.4410693303286,-73.258806301139,37,8.15
14_4,45.44176350476,-73.2594169126972,38,8.24
14_4,45.4426491345848,-73.2612155367786,39,8.41
14_4,45.4435079263339,-73.2631038110743,40,8.59
14_4,45.4445295785331,-73.2654388826033,41,8.80
14_4,45.4457587965515,-73.2680927766296,42,9.05
14_4,45.4467168434467,-73.2701726126343,43,9.25
14_4,45.4471956862201,-73.2711294622541,44,9.34
14_4,45.4480547710096,-73.2732481512942,45,9.53
14_4,45.448311347719,-73.2755866270958,46,9.72
14_4,45.4475342214227,-73.2785300282685,47,9.96
14_4,45.4470401807139,-73.2836838679062,48,10.37
14_4,45.4478289585879,-73.2868257329677,49,10.63
14_4,45.4457964745865,-73.2874597850687,50,10.86
14_4,45.4442406437945,-73.28795139105,51,11.04
14_4,45.4407603442069,-73.2891020680441,52,11.44
14_4,45.4390516720529,-73.2896708452018,53,11.63
14_4,45.4362728112026,-73.2905886521189,54,11.95
14_4,45.4348531315739,-73.2917314239409,55,12.13
14_4,45.4341203943715,-73.2945714943359,56,12.37
14_4,45.4337103283388,-73.296732950237,57,12.54
14_4,45.4323451051122,-73.3033326243715,58,13.08
14_4,45.4325885041253,-73.3035873914643,59,13.11
15_1,45.4325885041253,-73.3035873914643,1,0.00
15_1,45.4323451051122,-73.3033326243715,2,0.03
15_1,45.4337103283388,-73.296732950237,3,0.57
15_1,45.4341203943715,-73.2945714943359,4,0.75
15_1,45.4348531315739,-73.2917314239409,5,0.98
15_1,45.4362728112026,-73.2905886521189,6,1.16
15_1,45.4354989813626,-73.2857601902536,7,1.55
15_1,45.4345792280322,-73.280024968728,8,2.01
15_1,45.4341146070613,-73.2770871511541,9,2.25
15_1,45.4337138086952,-73.274609238794,10,2.45
15_1,45.4386140969004,-73.272634086494,11,3.01
15_1,45.4371943137561,-73.2691376126545,12,3.33
15_1,45.4386140969004,-73.272634086494,13,3.64
15_1,45.4420135506923,-73.2716361604999,14,4.03
15_1,45.4402147633719,-73.2676297605811,15,4.40
15_1,45.4396587847286,-73.2641808433806,16,4.68
15_1,45.4400060425318,-73.2624026573369,17,4.82
15_1,45.4404699845036,-73.2604961320214,18,4.98
15_1,45.4405494943102,-73.2597927624646,19,5.04
15_1,45.4404940230387,-73.2590899653763,20,5.09
15_1,45.4407357395419,-73.2585009433843,21,5.15
15_1,45.4410693303286,-73.258806301139,22,5.19
15_1,45.4429297925282,-73.2535445776348,23,5.65
15_1,45.4434574638103,-73.2520466599779,24,5.78
15_1,45.4438678005451,-73.2503958334317,25,5.92
15_1,45.4439450868176,-73.2487081117907,26,6.05
15_1,45.4431442539823,-73.2487244501556,27,6.14
15_1,45.4416861129816,-73.2485519654775,28,6.30
15_1,45.4420584194878,-73.2460065420127,29,6.51
15_1,45.4395381737169,-73.2457110772339,30,6.79
15_1,45.4373240726486,-73.2455037334509,31,7.03
15_1,45.4395381737169,-73.2457110772339,32,7.28
15_1,45.4420584194878,-73.2460065420127,33,7.56
15_1,45.4433904155369,-73.2461028295022,34,7.71
15_1,45.4387838765963,-73.2306955887462,35,9.02
15_1,45.4387844421252,-73.2271421836745,36,9.30
15_1,45.4392534645364,-73.2238549159159,37,9.56
15_1,45.4412487337561,-73.2084038264089,38,10.79
15_1,45.4413701947702,-73.2066392009424,39,10.93
15_1,45.4413477200197,-73.2049008835311,40,11.06
15_1,45.4413007440125,-73.2041341729338,41,11.12
15_1,45.4405343309888,-73.1966860286734,42,11.71
15_1,45.4392928566651,-73.1968077196914,43,11.85
15_1,45.4383770509902,-73.1908562443203,44,12.33
15_1,45.4376333503476,-73.1887129690807,45,12.51
15_1,45.4360771543149,-73.1856284235695,46,12.81
15_1,45.4343031355867,-73.1819062180567,47,13.16
15_1,45.4340388300258,-73.1807062933982,48,13.26
15_1,45.4337858500326,-73.1771418502021,49,13.54
15_1,45.4337673834943,-73.1769758039146,50,13.55
15_1,45.4333924720438,-73.1717250312665,51,13.97
15_1,45.4330630946989,-73.1667424552709,52,14.36
15_1,45.4327625368749,-73.1624499209319,53,14.70
15_1,45.4321670559399,-73.1619166884624,54,14.77
15_1,45.4325572946068,-73.1599972657352,55,14.93
15_1,45.4327194937302,-73.1600729757205,56,14.95
15_1,45.4328443294184,-73.159688805801,57,14.98
15_1,45.4329712773826,-73.1570040933606,58,15.19
15_1,45.4331704972674,-73.154433954461,59,15.40
15_1,45.4335089485633,-73.1503292414167,60,15.72
15_1,45.4336372522354,-73.1481557024874,61,15.89
15_1,45.4335125694879,-73.1456642146007,62,16.09
15_1,45.4317390182108,-73.14539414331,63,16.28
15_1,45.4314593940312,-73.1451786280901,64,16.32
15_1,45.4309070739939,-73.1440829877479,65,16.42
15_1,45.4306993944475,-73.1438542494809,66,16.45
15_1,45.4299521709637,-73.1437439286139,67,16.54
15_1,45.4293300868901,-73.1433644454166,68,16.61
15_1,45.4289739361079,-73.1445807702352,69,16.72
15_1,45.4288682595712,-73.1453226610525,70,16.77
15_1,45.428878527034,-73.1457315499722,71,16.81
15_1,45.4285756062737,-73.149631259506,72,17.11
15_1,45.4283395658985,-73.1518947208096,73,17.29
15_1,45.4279192480738,-73.1527535356848,74,17.37
15_1,45.4284987128024,-73.1539257152477,75,17.49
15_1,45.4286535035532,-73.1545254169788,76,17.54
15_1,45.4287921063122,-73.1557258696908,77,17.63
15_1,45.4291194706327,-73.1568612855284,78,17.73
15_1,45.4292828994078,-73.1573459306824,79,17.77
15_1,45.4296088328981,-73.1580085160801,80,17.83
15_1,45.4300875441436,-73.1586062879234,81,17.90
15_1,45.4306018644208,-73.1590760537777,82,17.97
15_1,45.4309175323887,-73.159316978014,83,18.01
15_1,45.4316207015786,-73.1597472813193,84,18.10
15_1,45.4321521390764,-73.1599230153425,85,18.16
15_1,45.4324401634449,-73.1599468466907,86,18.19
15_1,45.4327194937302,-73.1600729757205,87,18.22
15_1,45.4335770369367,-73.1609752677628,88,18.34
15_1,45.433586073252,-73.160987994508,89,18.34
15_1,45.4349394277287,-73.1621941010803,90,18.52
15_1,45.4363106530756,-73.1633618144784,91,18.70
15_1,45.4373504266603,-73.1650428162926,92,18.87
15_1,45.4376575702496,-73.1654500156952,93,18.92
15_1,45.4379097494756,-73.1655252164291,94,18.95
15_1,45.4391386497572,-73.1830933484886,95,20.33
15_1,45.4407234332034,-73.1967361452776,96,21.41
15_1,45.4415269613216,-73.2046187309749,97,22.03
15_1,45.4414466988013,-73.2084028066331,98,22.33
15_1,45.4392534645364,-73.2238549159159,99,23.56
15_1,45.4387844421252,-73.2271421836745,100,23.83
15_1,45.4387838765963,-73.2306955887462,101,24.10
15_1,45.4433904155369,-73.2461028295022,102,25.41
15_1,45.4433904155369,-73.2461028295022,103,25.41
15_1,45.4439450868176,-73.2487081117907,104,25.63
15_1,45.4438678005451,-73.2503958334317,105,25.76
15_1,45.4425094519493,-73.2547479969972,106,26.13
15_1,45.4410693303286,-73.258806301139,107,26.49
15_1,45.4404699845036,-73.2604961320214,108,26.63
15_1,45.4400060425318,-73.2624026573369,109,26.79
15_1,45.4396587847286,-73.2641808433806,110,26.94
15_1,45.4402147633719,-73.2676297605811,111,27.21
15_1,45.4420135506923,-73.2716361604999,112,27.58
15_1,45.4386140969004,-73.272634086494,113,27.97
15_1,45.4337138086952,-73.274609238794,114,28.54
15_1,45.4341146070613,-73.2770871511541,115,28.74
15_1,45.4345792280322,-73.280024968728,116,28.97
15_1,45.4353620578114,-73.2847254271456,117,29.35
15_1,45.4361631621998,-73.289681576126,118,29.75
15_1,45.4362728112026,-73.2905886521189,119,29.82
15_1,45.4348531315739,-73.2917314239409,120,30.00
15_1,45.4341203943715,-73.2945714943359,121,30.24
15_1,45.4337103283388,-73.296732950237,122,30.41
15_1,45.4323451051122,-73.3033326243715,123,30.95
15_1,45.4325885041253,-73.3035873914643,124,30.98
15_2,45.4279192480738,-73.1527535356848,1,0.00
15_2,45.4283395658985,-73.1518947208096,2,0.08
15_2,45.4285756062737,-73.149631259506,3,0.26
15_2,45.428878527034,-73.1457315499722,4,0.57
15_2,45.4288682595712,-73.1453226610525,5,0.60
15_2,45.4289739361079,-73.1445807702352,6,0.66
15_2,45.4293300868901,-73.1433644454166,7,0.76
15_2,45.429762965976,-73.143668438982,8,0.82
15_2,45.4299521709637,-73.1437439286139,9,0.84
15_2,45.4306993944475,-73.1438542494809,10,0.92
15_2,45.4309070739939,-73.1440829877479,11,0.95
15_2,45.4314593940312,-73.1451786280901,12,1.06
15_2,45.4317390182108,-73.14539414331,13,1.09
15_2,45.4335125694879,-73.1456642146007,14,1.29
15_2,45.4336372522354,-73.1481557024874,15,1.48
15_2,45.4335089485633,-73.1503292414167,16,1.66
15_2,45.4331704972674,-73.154433954461,17,1.98
15_2,45.4329712773826,-73.1570040933606,18,2.18
15_2,45.4328443294184,-73.159688805801,19,2.39
15_2,45.4327194937302,-73.1600729757205,20,2.42
15_2,45.4325572946068,-73.1599972657352,21,2.44
15_2,45.4321670559399,-73.1619166884624,22,2.60
15_2,45.4327625368749,-73.1624499209319,23,2.68
15_2,45.4330630946989,-73.1667424552709,24,3.02
15_2,45.4333924720438,-73.1717250312665,25,3.41
15_2,45.4337673834943,-73.1769758039146,26,3.82
15_2,45.4337858500326,-73.1771418502021,27,3.83
15_2,45.4340388300258,-73.1807062933982,28,4.11
15_2,45.4343031355867,-73.1819062180567,29,4.21
15_2,45.4360771543149,-73.1856284235695,30,4.56
15_2,45.4376333503476,-73.1887129690807,31,4.86
15_2,45.4383770509902,-73.1908562443203,32,5.05
15_2,45.4392928566651,-73.1968077196914,33,5.52
15_2,45.4405343309888,-73.1966860286734,34,5.66
15_2,45.4407234332034,-73.1967361452776,35,5.68
15_2,45.4415269613216,-73.2046187309749,36,6.31
15_2,45.4414466988013,-73.2084028066331,37,6.60
15_2,45.4392534645364,-73.2238549159159,38,7.84
15_2,45.4387844421252,-73.2271421836745,39,8.10
15_2,45.4387838765963,-73.2306955887462,40,8.38
15_2,45.4433904155369,-73.2461028295022,41,9.69
15_2,45.4373240726486,-73.2455037334509,42,10.36
15_2,45.4395381737169,-73.2457110772339,43,10.61
15_2,45.4420584194878,-73.2460065420127,44,10.89
15_2,45.4433904155369,-73.2461028295022,45,11.04
15_2,45.4439450868176,-73.2487081117907,46,11.25
15_2,45.4438678005451,-73.2503958334317,47,11.38
15_2,45.4434574638103,-73.2520466599779,48,11.52
15_2,45.4425094519493,-73.2547479969972,49,11.76
15_2,45.4410693303286,-73.258806301139,50,12.11
15_2,45.4404699845036,-73.2604961320214,51,12.26
15_2,45.4400060425318,-73.2624026573369,52,12.42
15_2,45.4396587847286,-73.2641808433806,53,12.56
15_2,45.4402147633719,-73.2676297605811,54,12.84
15_2,45.4420135506923,-73.2716361604999,55,13.21
15_2,45.4386140969004,-73.272634086494,56,13.60
15_2,45.4371943137561,-73.2691376126545,57,13.91
15_2,45.4386140969004,-73.272634086494,58,14.23
15_2,45.4337138086952,-73.274609238794,59,14.79
15_2,45.4341146070613,-73.2770871511541,60,14.99
15_2,45.4345792280322,-73.280024968728,61,15.23
15_2,45.4353620578114,-73.2847254271456,62,15.61
15_2,45.4361631621998,-73.289681576126,63,16.00
15_2,45.4362728112026,-73.2905886521189,64,16.08
15_2,45.4348531315739,-73.2917314239409,65,16.26
15_2,45.4341203943715,-73.2945714943359,66,16.49
15_2,45.4337103283388,-73.296732950237,67,16.67
15_2,45.4323451051122,-73.3033326243715,68,17.21
15_2,45.4325885041253,-73.3035873914643,69,17.24
15_3,45.4325885041253,-73.3035873914643,1,0.00
15_3,45.4323451051122,-73.3033326243715,2,0.03
15_3,45.4337103283388,-73.296732950237,3,0.57
15_3,45.4341203943715,-73.2945714943359,4,0.75
15_3,45.4348531315739,-73.2917314239409,5,0.98
15_3,45.4362728112026,-73.2905886521189,6,1.16
15_3,45.4354989813626,-73.2857601902536,7,1.55
15_3,45.4345792280322,-73.280024968728,8,2.01
15_3,45.4341146070613,-73.2770871511541,9,2.25
15_3,45.4337138086952,-73.274609238794,10,2.45
