trip_id,arrival_time,departure_time,stop_id,stop_sequence,pickup_type,drop_off_type,timepoint,shape_dist_traveled
1_2_3,8:21:00,8:21:00,CAR145C,2,2,0,1,1.03
1_2_3,8:23:00,8:23:00,CAR149D,3,2,0,1,1.8
1_2_3,8:25:00,8:25:00,CAR151A,4,2,0,1,2.52
1_2_3,8:27:00,8:27:00,CAR152A,5,2,0,1,3.55
1_2_3,8:30:00,8:30:00,CAR155A,6,2,0,1,4.02
10_2_1,5:00:00,5:00:00,CHB51D,1,0,0,1,0
10_2_1,5:01:00,5:01:00,CHB40A,2,0,0,1,0.35
10_2_1,5:01:30,5:01:30,CHB39A,3,0,0,1,0.68
10_2_1,5:02:00,5:02:00,CHB38A,4,0,0,1,1.03
10_2_1,5:03:00,5:03:00,CHB30A,5,0,0,1,1.31
10_2_1,5:03:30,5:03:30,CHB29D,6,0,0,1,1.48
10_2_1,5:04:00,5:04:00,CHB28D,7,0,0,1,1.72
10_2_1,5:04:30,5:04:30,CHB65D,8,0,0,1,1.87
10_2_1,5:05:00,5:05:00,CHB27D,9,0,0,1,2.04
10_2_1,5:06:00,5:06:00,CHB201D,10,0,0,1,2.22
10_2_1,5:06:30,5:06:30,CHB26D,11,0,0,1,2.44
10_2_1,5:07:00,5:07:00,CHB25C,12,0,0,1,2.76
10_2_1,5:08:00,5:08:00,CHB24C,13,0,0,1,2.94
10_2_1,5:09:00,5:09:00,CHB115B,14,0,0,1,3.35
10_2_1,5:09:30,5:09:30,CHB202B,15,0,0,1,3.67
10_2_1,5:10:00,5:10:00,CHB51D,16,0,0,1,3.92
10_2_2,5:25:00,5:25:00,CHB51D,1,0,0,1,0
10_2_2,5:26:00,5:26:00,CHB40A,2,0,0,1,0.35
10_2_2,5:26:30,5:26:30,CHB39A,3,0,0,1,0.68
10_2_2,5:27:00,5:27:00,CHB38A,4,0,0,1,1.03
10_2_2,5:28:00,5:28:00,CHB30A,5,0,0,1,1.31
10_2_2,5:28:30,5:28:30,CHB29D,6,0,0,1,1.48
10_2_2,5:29:00,5:29:00,CHB28D,7,0,0,1,1.72
10_2_2,5:29:30,5:29:30,CHB65D,8,0,0,1,1.87
10_2_2,5:30:00,5:30:00,CHB27D,9,0,0,1,2.04
10_2_2,5:31:00,5:31:00,CHB201D,10,0,0,1,2.22
10_2_2,5:31:30,5:31:30,CHB26D,11,0,0,1,2.44
10_2_2,5:32:00,5:32:00,CHB25C,12,0,0,1,2.76
10_2_2,5:33:00,5:33:00,CHB24C,13,0,0,1,2.94
10_2_2,5:34:00,5:34:00,CHB115B,14,0,0,1,3.35
10_2_2,5:34:30,5:34:30,CHB202B,15,0,0,1,3.67
10_2_2,5:35:00,5:35:00,CHB51D,16,0,0,1,3.92
10_2_3,5:45:00,5:45:00,CHB51D,1,0,0,1,0
10_2_3,5:46:00,5:46:00,CHB40A,2,0,0,1,0.35
10_2_3,5:46:30,5:46:30,CHB39A,3,0,0,1,0.68
10_2_3,5:47:00,5:47:00,CHB38A,4,0,0,1,1.03
10_2_3,5:48:00,5:48:00,CHB30A,5,0,0,1,1.31
10_2_3,5:48:30,5:48:30,CHB29D,6,0,0,1,1.48
10_2_3,5:49:00,5:49:00,CHB28D,7,0,0,1,1.72
10_2_3,5:49:30,5:49:30,CHB65D,8,0,0,1,1.87
10_2_3,5:50:00,5:50:00,CHB27D,9,0,0,1,2.04
10_2_3,5:51:00,5:51:00,CHB201D,10,0,0,1,2.22
10_2_3,5:51:30,5:51:30,CHB26D,11,0,0,1,2.44
10_2_3,5:52:00,5:52:00,CHB25C,12,0,0,1,2.76
10_2_3,5:53:00,5:53:00,CHB24C,13,0,0,1,2.94
10_2_3,5:54:00,5:54:00,CHB115B,14,0,0,1,3.35
10_2_3,5:54:30,5:54:30,CHB202B,15,0,0,1,3.67
10_2_3,5:55:00,5:55:00,CHB51D,16,0,0,1,3.92
10_2_4,5:55:00,5:55:00,CHB51D,1,0,0,1,0
10_2_4,5:56:00,5:56:00,CHB40A,2,0,0,1,0.35
10_2_4,5:56:30,5:56:30,CHB39A,3,0,0,1,0.68
10_2_4,5:57:00,5:57:00,CHB38A,4,0,0,1,1.03
10_2_4,5:58:00,5:58:00,CHB30A,5,0,0,1,1.31
10_2_4,5:58:30,5:58:30,CHB29D,6,0,0,1,1.48
10_2_4,5:59:00,5:59:00,CHB28D,7,0,0,1,1.72
10_2_4,5:59:30,5:59:30,CHB65D,8,0,0,1,1.87
10_2_4,6:00:00,6:00:00,CHB27D,9,0,0,1,2.04
10_2_4,6:01:00,6:01:00,CHB201D,10,0,0,1,2.22
10_2_4,6:01:30,6:01:30,CHB26D,11,0,0,1,2.44
10_2_4,6:02:00,6:02:00,CHB25C,12,0,0,1,2.76
10_2_4,6:03:00,6:03:00,CHB24C,13,0,0,1,2.94
10_2_4,6:04:00,6:04:00,CHB115B,14,0,0,1,3.35
10_2_4,6:04:30,6:04:30,CHB202B,15,0,0,1,3.67
10_2_4,6:05:00,6:05:00,CHB51D,16,0,0,1,3.92
10_2_5,6:05:00,6:05:00,CHB51D,1,0,0,1,0
10_2_5,6:06:00,6:06:00,CHB40A,2,0,0,1,0.35
10_2_5,6:06:30,6:06:30,CHB39A,3,0,0,1,0.68
10_2_5,6:07:00,6:07:00,CHB38A,4,0,0,1,1.03
10_2_5,6:08:00,6:08:00,CHB30A,5,0,0,1,1.31
10_2_5,6:08:30,6:08:30,CHB29D,6,0,0,1,1.48
10_2_5,6:09:00,6:09:00,CHB28D,7,0,0,1,1.72
10_2_5,6:09:30,6:09:30,CHB65D,8,0,0,1,1.87
10_2_5,6:10:00,6:10:00,CHB27D,9,0,0,1,2.04
10_2_5,6:11:00,6:11:00,CHB201D,10,0,0,1,2.22
10_2_5,6:11:30,6:11:30,CHB26D,11,0,0,1,2.44
10_2_5,6:12:00,6:12:00,CHB25C,12,0,0,1,2.76
10_2_5,6:13:00,6:13:00,CHB24C,13,0,0,1,2.94
10_2_5,6:14:00,6:14:00,CHB115B,14,0,0,1,3.35
10_2_5,6:14:30,6:14:30,CHB202B,15,0,0,1,3.67
10_2_5,6:15:00,6:15:00,CHB51D,16,0,0,1,3.92
10_2_6,6:12:00,6:12:00,CHB51D,1,0,0,1,0
10_2_6,6:13:00,6:13:00,CHB40A,2,0,0,1,0.35
10_2_6,6:13:30,6:13:30,CHB39A,3,0,0,1,0.68
10_2_6,6:14:00,6:14:00,CHB38A,4,0,0,1,1.03
10_2_6,6:15:00,6:15:00,CHB30A,5,0,0,1,1.31
10_2_6,6:15:30,6:15:30,CHB29D,6,0,0,1,1.48
10_2_6,6:16:00,6:16:00,CHB28D,7,0,0,1,1.72
10_2_6,6:16:30,6:16:30,CHB65D,8,0,0,1,1.87
10_2_6,6:17:00,6:17:00,CHB27D,9,0,0,1,2.04
10_2_6,6:18:00,6:18:00,CHB201D,10,0,0,1,2.22
10_2_6,6:18:30,6:18:30,CHB26D,11,0,0,1,2.44
10_2_6,6:19:00,6:19:00,CHB25C,12,0,0,1,2.76
10_2_6,6:20:00,6:20:00,CHB24C,13,0,0,1,2.94
10_2_6,6:21:00,6:21:00,CHB115B,14,0,0,1,3.35
10_2_6,6:21:30,6:21:30,CHB202B,15,0,0,1,3.67
10_2_6,6:22:00,6:22:00,CHB51D,16,0,0,1,3.92
10_2_7,6:19:00,6:19:00,CHB51D,1,0,0,1,0
10_2_7,6:20:00,6:20:00,CHB40A,2,0,0,1,0.35
10_2_7,6:20:30,6:20:30,CHB39A,3,0,0,1,0.68
10_2_7,6:21:00,6:21:00,CHB38A,4,0,0,1,1.03
10_2_7,6:22:00,6:22:00,CHB30A,5,0,0,1,1.31
10_2_7,6:22:30,6:22:30,CHB29D,6,0,0,1,1.48
10_2_7,6:23:00,6:23:00,CHB28D,7,0,0,1,1.72
10_2_7,6:23:30,6:23:30,CHB65D,8,0,0,1,1.87
10_2_7,6:24:00,6:24:00,CHB27D,9,0,0,1,2.04
10_2_7,6:25:00,6:25:00,CHB201D,10,0,0,1,2.22
10_2_7,6:25:30,6:25:30,CHB26D,11,0,0,1,2.44
10_2_7,6:26:00,6:26:00,CHB25C,12,0,0,1,2.76
10_2_7,6:27:00,6:27:00,CHB24C,13,0,0,1,2.94
10_2_7,6:28:00,6:28:00,CHB115B,14,0,0,1,3.35
10_2_7,6:28:30,6:28:30,CHB202B,15,0,0,1,3.67
10_2_7,6:29:00,6:29:00,CHB51D,16,0,0,1,3.92
10_2_8,6:26:00,6:26:00,CHB51D,1,0,0,1,0
10_2_8,6:27:00,6:27:00,CHB40A,2,0,0,1,0.35
10_2_8,6:27:30,6:27:30,CHB39A,3,0,0,1,0.68
10_2_8,6:28:00,6:28:00,CHB38A,4,0,0,1,1.03
10_2_8,6:29:00,6:29:00,CHB30A,5,0,0,1,1.31
10_2_8,6:29:30,6:29:30,CHB29D,6,0,0,1,1.48
10_2_8,6:30:00,6:30:00,CHB28D,7,0,0,1,1.72
10_2_8,6:30:30,6:30:30,CHB65D,8,0,0,1,1.87
10_2_8,6:31:00,6:31:00,CHB27D,9,0,0,1,2.04
10_2_8,6:32:00,6:32:00,CHB201D,10,0,0,1,2.22
10_2_8,6:32:30,6:32:30,CHB26D,11,0,0,1,2.44
10_2_8,6:33:00,6:33:00,CHB25C,12,0,0,1,2.76
10_2_8,6:34:00,6:34:00,CHB24C,13,0,0,1,2.94
10_2_8,6:35:00,6:35:00,CHB115B,14,0,0,1,3.35
10_2_8,6:35:30,6:35:30,CHB202B,15,0,0,1,3.67
10_2_8,6:36:00,6:36:00,CHB51D,16,0,0,1,3.92
10_2_9,6:33:00,6:33:00,CHB51D,1,0,0,1,0
10_2_9,6:34:00,6:34:00,CHB40A,2,0,0,1,0.35
10_2_9,6:34:30,6:34:30,CHB39A,3,0,0,1,0.68
10_2_9,6:35:00,6:35:00,CHB38A,4,0,0,1,1.03
10_2_9,6:36:00,6:36:00,CHB30A,5,0,0,1,1.31
10_2_9,6:36:30,6:36:30,CHB29D,6,0,0,1,1.48
10_2_9,6:37:00,6:37:00,CHB28D,7,0,0,1,1.72
10_2_9,6:37:30,6:37:30,CHB65D,8,0,0,1,1.87
10_2_9,6:38:00,6:38:00,CHB27D,9,0,0,1,2.04
10_2_9,6:39:00,6:39:00,CHB201D,10,0,0,1,2.22
10_2_9,6:39:30,6:39:30,CHB26D,11,0,0,1,2.44
10_2_9,6:40:00,6:40:00,CHB25C,12,0,0,1,2.76
10_2_9,6:41:00,6:41:00,CHB24C,13,0,0,1,2.94
10_2_9,6:42:00,6:42:00,CHB115B,14,0,0,1,3.35
10_2_9,6:42:30,6:42:30,CHB202B,15,0,0,1,3.67
10_2_9,6:43:00,6:43:00,CHB51D,16,0,0,1,3.92
10_2_10,6:40:00,6:40:00,CHB51D,1,0,0,1,0
10_2_10,6:41:00,6:41:00,CHB40A,2,0,0,1,0.35
10_2_10,6:41:30,6:41:30,CHB39A,3,0,0,1,0.68
10_2_10,6:42:00,6:42:00,CHB38A,4,0,0,1,1.03
10_2_10,6:43:00,6:43:00,CHB30A,5,0,0,1,1.31
10_2_10,6:43:30,6:43:30,CHB29D,6,0,0,1,1.48
10_2_10,6:44:00,6:44:00,CHB28D,7,0,0,1,1.72
10_2_10,6:44:30,6:44:30,CHB65D,8,0,0,1,1.87
10_2_10,6:45:00,6:45:00,CHB27D,9,0,0,1,2.04
10_2_10,6:46:00,6:46:00,CHB201D,10,0,0,1,2.22
10_2_10,6:46:30,6:46:30,CHB26D,11,0,0,1,2.44
10_2_10,6:47:00,6:47:00,CHB25C,12,0,0,1,2.76
10_2_10,6:48:00,6:48:00,CHB24C,13,0,0,1,2.94
10_2_10,6:49:00,6:49:00,CHB115B,14,0,0,1,3.35
10_2_10,6:49:30,6:49:30,CHB202B,15,0,0,1,3.67
10_2_10,6:50:00,6:50:00,CHB51D,16,0,0,1,3.92
10_2_11,6:47:00,6:47:00,CHB51D,1,0,0,1,0
10_2_11,6:48:00,6:48:00,CHB40A,2,0,0,1,0.35
10_2_11,6:48:30,6:48:30,CHB39A,3,0,0,1,0.68
10_2_11,6:49:00,6:49:00,CHB38A,4,0,0,1,1.03
10_2_11,6:50:00,6:50:00,CHB30A,5,0,0,1,1.31
10_2_11,6:50:30,6:50:30,CHB29D,6,0,0,1,1.48
10_2_11,6:51:00,6:51:00,CHB28D,7,0,0,1,1.72
10_2_11,6:51:30,6:51:30,CHB65D,8,0,0,1,1.87
10_2_11,6:52:00,6:52:00,CHB27D,9,0,0,1,2.04
10_2_11,6:53:00,6:53:00,CHB201D,10,0,0,1,2.22
10_2_11,6:53:30,6:53:30,CHB26D,11,0,0,1,2.44
10_2_11,6:54:00,6:54:00,CHB25C,12,0,0,1,2.76
10_2_11,6:55:00,6:55:00,CHB24C,13,0,0,1,2.94
10_2_11,6:56:00,6:56:00,CHB115B,14,0,0,1,3.35
10_2_11,6:56:30,6:56:30,CHB202B,15,0,0,1,3.67
10_2_11,6:57:00,6:57:00,CHB51D,16,0,0,1,3.92
10_2_12,6:54:00,6:54:00,CHB51D,1,0,0,1,0
10_2_12,6:55:00,6:55:00,CHB40A,2,0,0,1,0.35
10_2_12,6:55:30,6:55:30,CHB39A,3,0,0,1,0.68
10_2_12,6:56:00,6:56:00,CHB38A,4,0,0,1,1.03
10_2_12,6:57:00,6:57:00,CHB30A,5,0,0,1,1.31
10_2_12,6:57:30,6:57:30,CHB29D,6,0,0,1,1.48
10_2_12,6:58:00,6:58:00,CHB28D,7,0,0,1,1.72
10_2_12,6:58:30,6:58:30,CHB65D,8,0,0,1,1.87
10_2_12,6:59:00,6:59:00,CHB27D,9,0,0,1,2.04
10_2_12,7:00:00,7:00:00,CHB201D,10,0,0,1,2.22
10_2_12,7:00:30,7:00:30,CHB26D,11,0,0,1,2.44
10_2_12,7:01:00,7:01:00,CHB25C,12,0,0,1,2.76
10_2_12,7:02:00,7:02:00,CHB24C,13,0,0,1,2.94
10_2_12,7:03:00,7:03:00,CHB115B,14,0,0,1,3.35
10_2_12,7:03:30,7:03:30,CHB202B,15,0,0,1,3.67
10_2_12,7:04:00,7:04:00,CHB51D,16,0,0,1,3.92
10_2_13,7:01:00,7:01:00,CHB51D,1,0,0,1,0
10_2_13,7:02:00,7:02:00,CHB40A,2,0,0,1,0.35
10_2_13,7:02:30,7:02:30,CHB39A,3,0,0,1,0.68
10_2_13,7:03:00,7:03:00,CHB38A,4,0,0,1,1.03
10_2_13,7:04:00,7:04:00,CHB30A,5,0,0,1,1.31
10_2_13,7:04:30,7:04:30,CHB29D,6,0,0,1,1.48
10_2_13,7:05:00,7:05:00,CHB28D,7,0,0,1,1.72
10_2_13,7:05:30,7:05:30,CHB65D,8,0,0,1,1.87
10_2_13,7:06:00,7:06:00,CHB27D,9,0,0,1,2.04
10_2_13,7:07:00,7:07:00,CHB201D,10,0,0,1,2.22
10_2_13,7:07:30,7:07:30,CHB26D,11,0,0,1,2.44
10_2_13,7:08:00,7:08:00,CHB25C,12,0,0,1,2.76
10_2_13,7:09:00,7:09:00,CHB24C,13,0,0,1,2.94
10_2_13,7:10:00,7:10:00,CHB115B,14,0,0,1,3.35
10_2_13,7:10:30,7:10:30,CHB202B,15,0,0,1,3.67
10_2_13,7:11:00,7:11:00,CHB51D,16,0,0,1,3.92
10_2_14,7:08:00,7:08:00,CHB51D,1,0,0,1,0
10_2_14,7:09:00,7:09:00,CHB40A,2,0,0,1,0.35
10_2_14,7:09:30,7:09:30,CHB39A,3,0,0,1,0.68
10_2_14,7:10:00,7:10:00,CHB38A,4,0,0,1,1.03
10_2_14,7:11:00,7:11:00,CHB30A,5,0,0,1,1.31
10_2_14,7:11:30,7:11:30,CHB29D,6,0,0,1,1.48
10_2_14,7:12:00,7:12:00,CHB28D,7,0,0,1,1.72
10_2_14,7:12:30,7:12:30,CHB65D,8,0,0,1,1.87
10_2_14,7:13:00,7:13:00,CHB27D,9,0,0,1,2.04
10_2_14,7:14:00,7:14:00,CHB201D,10,0,0,1,2.22
10_2_14,7:14:30,7:14:30,CHB26D,11,0,0,1,2.44
10_2_14,7:15:00,7:15:00,CHB25C,12,0,0,1,2.76
10_2_14,7:16:00,7:16:00,CHB24C,13,0,0,1,2.94
10_2_14,7:17:00,7:17:00,CHB115B,14,0,0,1,3.35
10_2_14,7:17:30,7:17:30,CHB202B,15,0,0,1,3.67
10_2_14,7:18:00,7:18:00,CHB51D,16,0,0,1,3.92
10_2_15,7:15:00,7:15:00,CHB51D,1,0,0,1,0
10_2_15,7:16:00,7:16:00,CHB40A,2,0,0,1,0.35
10_2_15,7:16:30,7:16:30,CHB39A,3,0,0,1,0.68
10_2_15,7:17:00,7:17:00,CHB38A,4,0,0,1,1.03
10_2_15,7:18:00,7:18:00,CHB30A,5,0,0,1,1.31
10_2_15,7:18:30,7:18:30,CHB29D,6,0,0,1,1.48
10_2_15,7:19:00,7:19:00,CHB28D,7,0,0,1,1.72
10_2_15,7:19:30,7:19:30,CHB65D,8,0,0,1,1.87
10_2_15,7:20:00,7:20:00,CHB27D,9,0,0,1,2.04
10_2_15,7:21:00,7:21:00,CHB201D,10,0,0,1,2.22
10_2_15,7:21:30,7:21:30,CHB26D,11,0,0,1,2.44
10_2_15,7:22:00,7:22:00,CHB25C,12,0,0,1,2.76
10_2_15,7:23:00,7:23:00,CHB24C,13,0,0,1,2.94
10_2_15,7:24:00,7:24:00,CHB115B,14,0,0,1,3.35
10_2_15,7:24:30,7:24:30,CHB202B,15,0,0,1,3.67
10_2_15,7:25:00,7:25:00,CHB51D,16,0,0,1,3.92
10_2_16,7:22:00,7:22:00,CHB51D,1,0,0,1,0
10_2_16,7:23:00,7:23:00,CHB40A,2,0,0,1,0.35
10_2_16,7:23:30,7:23:30,CHB39A,3,0,0,1,0.68
10_2_16,7:24:00,7:24:00,CHB38A,4,0,0,1,1.03
10_2_16,7:25:00,7:25:00,CHB30A,5,0,0,1,1.31
10_2_16,7:25:30,7:25:30,CHB29D,6,0,0,1,1.48
10_2_16,7:26:00,7:26:00,CHB28D,7,0,0,1,1.72
10_2_16,7:26:30,7:26:30,CHB65D,8,0,0,1,1.87
10_2_16,7:27:00,7:27:00,CHB27D,9,0,0,1,2.04
10_2_16,7:28:00,7:28:00,CHB201D,10,0,0,1,2.22
10_2_16,7:28:30,7:28:30,CHB26D,11,0,0,1,2.44
10_2_16,7:29:00,7:29:00,CHB25C,12,0,0,1,2.76
10_2_16,7:30:00,7:30:00,CHB24C,13,0,0,1,2.94
10_2_16,7:31:00,7:31:00,CHB115B,14,0,0,1,3.35
10_2_16,7:31:30,7:31:30,CHB202B,15,0,0,1,3.67
10_2_16,7:32:00,7:32:00,CHB51D,16,0,0,1,3.92
10_2_17,7:29:00,7:29:00,CHB51D,1,0,0,1,0
10_2_17,7:30:00,7:30:00,CHB40A,2,0,0,1,0.35
10_2_17,7:30:30,7:30:30,CHB39A,3,0,0,1,0.68
10_2_17,7:31:00,7:31:00,CHB38A,4,0,0,1,1.03
10_2_17,7:32:00,7:32:00,CHB30A,5,0,0,1,1.31
10_2_17,7:32:30,7:32:30,CHB29D,6,0,0,1,1.48
10_2_17,7:33:00,7:33:00,CHB28D,7,0,0,1,1.72
10_2_17,7:33:30,7:33:30,CHB65D,8,0,0,1,1.87
10_2_17,7:34:00,7:34:00,CHB27D,9,0,0,1,2.04
10_2_17,7:35:00,7:35:00,CHB201D,10,0,0,1,2.22
10_2_17,7:35:30,7:35:30,CHB26D,11,0,0,1,2.44
10_2_17,7:36:00,7:36:00,CHB25C,12,0,0,1,2.76
10_2_17,7:37:00,7:37:00,CHB24C,13,0,0,1,2.94
10_2_17,7:38:00,7:38:00,CHB115B,14,0,0,1,3.35
10_2_17,7:38:30,7:38:30,CHB202B,15,0,0,1,3.67
10_2_17,7:39:00,7:39:00,CHB51D,16,0,0,1,3.92
10_2_18,7:36:00,7:36:00,CHB51D,1,0,0,1,0
10_2_18,7:37:00,7:37:00,CHB40A,2,0,0,1,0.35
10_2_18,7:37:30,7:37:30,CHB39A,3,0,0,1,0.68
10_2_18,7:38:00,7:38:00,CHB38A,4,0,0,1,1.03
10_2_18,7:39:00,7:39:00,CHB30A,5,0,0,1,1.31
10_2_18,7:39:30,7:39:30,CHB29D,6,0,0,1,1.48
10_2_18,7:40:00,7:40:00,CHB28D,7,0,0,1,1.72
10_2_18,7:40:30,7:40:30,CHB65D,8,0,0,1,1.87
10_2_18,7:41:00,7:41:00,CHB27D,9,0,0,1,2.04
10_2_18,7:42:00,7:42:00,CHB201D,10,0,0,1,2.22
10_2_18,7:42:30,7:42:30,CHB26D,11,0,0,1,2.44
10_2_18,7:43:00,7:43:00,CHB25C,12,0,0,1,2.76
10_2_18,7:44:00,7:44:00,CHB24C,13,0,0,1,2.94
10_2_18,7:45:00,7:45:00,CHB115B,14,0,0,1,3.35
10_2_18,7:45:30,7:45:30,CHB202B,15,0,0,1,3.67
10_2_18,7:46:00,7:46:00,CHB51D,16,0,0,1,3.92
10_2_19,7:43:00,7:43:00,CHB51D,1,0,0,1,0
10_2_19,7:44:00,7:44:00,CHB40A,2,0,0,1,0.35
10_2_19,7:44:30,7:44:30,CHB39A,3,0,0,1,0.68
10_2_19,7:45:00,7:45:00,CHB38A,4,0,0,1,1.03
10_2_19,7:46:00,7:46:00,CHB30A,5,0,0,1,1.31
10_2_19,7:46:30,7:46:30,CHB29D,6,0,0,1,1.48
10_2_19,7:47:00,7:47:00,CHB28D,7,0,0,1,1.72
10_2_19,7:47:30,7:47:30,CHB65D,8,0,0,1,1.87
10_2_19,7:48:00,7:48:00,CHB27D,9,0,0,1,2.04
10_2_19,7:49:00,7:49:00,CHB201D,10,0,0,1,2.22
10_2_19,7:49:30,7:49:30,CHB26D,11,0,0,1,2.44
10_2_19,7:50:00,7:50:00,CHB25C,12,0,0,1,2.76
10_2_19,7:51:00,7:51:00,CHB24C,13,0,0,1,2.94
10_2_19,7:52:00,7:52:00,CHB115B,14,0,0,1,3.35
10_2_19,7:52:30,7:52:30,CHB202B,15,0,0,1,3.67
10_2_19,7:53:00,7:53:00,CHB51D,16,0,0,1,3.92
10_2_20,7:48:00,7:48:00,CHB51D,1,0,0,1,0
10_2_20,7:49:00,7:49:00,CHB40A,2,0,0,1,0.35
10_2_20,7:49:30,7:49:30,CHB39A,3,0,0,1,0.68
10_2_20,7:50:00,7:50:00,CHB38A,4,0,0,1,1.03
10_2_20,7:51:00,7:51:00,CHB30A,5,0,0,1,1.31
10_2_20,7:51:30,7:51:30,CHB29D,6,0,0,1,1.48
10_2_20,7:52:00,7:52:00,CHB28D,7,0,0,1,1.72
10_2_20,7:52:30,7:52:30,CHB65D,8,0,0,1,1.87
10_2_20,7:53:00,7:53:00,CHB27D,9,0,0,1,2.04
10_2_20,7:54:00,7:54:00,CHB201D,10,0,0,1,2.22
10_2_20,7:54:30,7:54:30,CHB26D,11,0,0,1,2.44
10_2_20,7:55:00,7:55:00,CHB25C,12,0,0,1,2.76
10_2_20,7:56:00,7:56:00,CHB24C,13,0,0,1,2.94
10_2_20,7:57:00,7:57:00,CHB115B,14,0,0,1,3.35
10_2_20,7:57:30,7:57:30,CHB202B,15,0,0,1,3.67
10_2_20,7:58:00,7:58:00,CHB51D,16,0,0,1,3.92
10_2_21,7:57:00,7:57:00,CHB51D,1,0,0,1,0
10_2_21,7:58:00,7:58:00,CHB40A,2,0,0,1,0.35
10_2_21,7:58:30,7:58:30,CHB39A,3,0,0,1,0.68
10_2_21,7:59:00,7:59:00,CHB38A,4,0,0,1,1.03
10_2_21,8:00:00,8:00:00,CHB30A,5,0,0,1,1.31
10_2_21,8:00:30,8:00:30,CHB29D,6,0,0,1,1.48
10_2_21,8:01:00,8:01:00,CHB28D,7,0,0,1,1.72
10_2_21,8:01:30,8:01:30,CHB65D,8,0,0,1,1.87
10_2_21,8:02:00,8:02:00,CHB27D,9,0,0,1,2.04
10_2_21,8:03:00,8:03:00,CHB201D,10,0,0,1,2.22
10_2_21,8:03:30,8:03:30,CHB26D,11,0,0,1,2.44
10_2_21,8:04:00,8:04:00,CHB25C,12,0,0,1,2.76
10_2_21,8:05:00,8:05:00,CHB24C,13,0,0,1,2.94
10_2_21,8:06:00,8:06:00,CHB115B,14,0,0,1,3.35
10_2_21,8:06:30,8:06:30,CHB202B,15,0,0,1,3.67
10_2_21,8:07:00,8:07:00,CHB51D,16,0,0,1,3.92
10_2_22,8:00:00,8:00:00,CHB51D,1,0,0,1,0
10_2_22,8:01:00,8:01:00,CHB40A,2,0,0,1,0.35
10_2_22,8:01:30,8:01:30,CHB39A,3,0,0,1,0.68
10_2_22,8:02:00,8:02:00,CHB38A,4,0,0,1,1.03
10_2_22,8:03:00,8:03:00,CHB30A,5,0,0,1,1.31
10_2_22,8:03:30,8:03:30,CHB29D,6,0,0,1,1.48
10_2_22,8:04:00,8:04:00,CHB28D,7,0,0,1,1.72
10_2_22,8:04:30,8:04:30,CHB65D,8,0,0,1,1.87
10_2_22,8:05:00,8:05:00,CHB27D,9,0,0,1,2.04
10_2_22,8:06:00,8:06:00,CHB201D,10,0,0,1,2.22
10_2_22,8:06:30,8:06:30,CHB26D,11,0,0,1,2.44
10_2_22,8:07:00,8:07:00,CHB25C,12,0,0,1,2.76
10_2_22,8:08:00,8:08:00,CHB24C,13,0,0,1,2.94
10_2_22,8:09:00,8:09:00,CHB115B,14,0,0,1,3.35
10_2_22,8:09:30,8:09:30,CHB202B,15,0,0,1,3.67
